country, Code,year,gdpus,gdpint,lifexp,healthpercent
Seychelles,SYC,2005,11092.51074,15859.91946,72.267998,3.90758098
Seychelles,SYC,2006,12014.39987,17516.54847,72.322998,3.72881909
Seychelles,SYC,2007,12154.82994,19755.66719,72.375999,3.30160537
Seychelles,SYC,2008,11122.86207,19274.84812,72.433998,2.6367745
Seychelles,SYC,2009,9706.95606,19131.33174,72.503998,2.63590921
Seychelles,SYC,2010,10804.68447,19953.1605,72.592003,3.59400354
Seychelles,SYC,2011,12189.09516,22556.58257,72.703003,3.38253043
Seychelles,SYC,2012,12845.17363,24251.52397,72.835999,4.08323853
Seychelles,SYC,2013,15687.34795,25655.82295,72.989998,3.57848961
Sierra Leone,SLE,2003,263.7618312,862.726771,41.668999,11.69246204
Sierra Leone,SLE,2004,263.1045817,901.6920778,42.66,11.66277367
Sierra Leone,SLE,2005,287.6891942,933.4998171,43.624001,12.24678485
Sierra Leone,SLE,2006,322.313468,982.3090272,44.566002,10.67789154
Sierra Leone,SLE,2007,358.8274716,1059.512973,45.5,10.1169446
Sierra Leone,SLE,2008,406.3759178,1110.935143,46.431999,10.29246346
Sierra Leone,SLE,2009,394.5932439,1144.520751,47.348,13.13439594
Sierra Leone,SLE,2010,405.1284018,1192.596559,48.223999,10.31962615
Sierra Leone,SLE,2011,445.052005,1246.252789,49.034,11.98498249
Sierra Leone,SLE,2012,561.8984239,1428.535497,49.762001,11.23526449
Sierra Leone,SLE,2013,710.8186998,1712.832695,50.401001,11.58532421
Singapore,SGP,2003,23573.62804,45799.71784,79.419998,3.62564229
Singapore,SGP,2004,27405.27136,50911.46129,79.824997,3.17368627
Singapore,SGP,2005,29869.85398,55172.92365,80.230003,3.7437377
Singapore,SGP,2006,33579.85948,59999.29849,80.619003,3.65590488
Singapore,SGP,2007,39223.58187,64466.04096,80.982002,3.45830706
Singapore,SGP,2008,39721.04818,63438.30932,81.311996,3.91164646
Singapore,SGP,2009,38577.55822,61646.83703,81.602997,4.27307275
Singapore,SGP,2010,46569.67951,70646.82026,81.856003,3.95624757
Singapore,SGP,2011,53166.67581,75013.18666,82.078003,3.93233174
Singapore,SGP,2012,54431.16199,77429.42954,82.279999,4.22285179
Singapore,SGP,2013,56029.18914,81287.83955,82.473,4.52704132
Slovakia,SVK,2003,8696.913242,14138.90916,73.882004,5.81850192
Slovakia,SVK,2004,10654.79371,15198.91969,74.069,7.21098106
Slovakia,SVK,2005,11669.41975,16616.13454,74.262001,7.04485118
Slovakia,SVK,2006,13139.03218,18875.52455,74.474998,7.34768079
Slovakia,SVK,2007,16057.73314,21156.83045,74.713997,7.75529417
Slovakia,SVK,2008,18650.35912,23691.64388,74.977997,8.0208281
Slovakia,SVK,2009,16512.98197,23082.79056,75.264,9.15199445
Slovakia,SVK,2010,16600.61359,25010.54458,75.559998,8.50861648
Slovakia,SVK,2011,18187.15744,25835.00476,75.848999,7.95706221
Slovakia,SVK,2012,17274.6423,26647.42196,76.115997,8.14522055
Slovakia,SVK,2013,18191.61279,27897.59857,76.350998,8.00422824
Slovenia,SVN,2003,14880.47154,21132.38649,76.859001,8.76732486
Slovenia,SVN,2004,17260.90151,22792.92798,77.209999,8.46523245
Slovenia,SVN,2005,18169.18091,23945.25534,77.581001,8.49586245
Slovenia,SVN,2006,19726.1265,25777.98669,77.969002,8.41787985
Slovenia,SVN,2007,23841.31792,27594.79118,78.364998,7.98322378
Slovenia,SVN,2008,27501.81027,29624.19018,78.761002,8.46557039
Slovenia,SVN,2009,24633.79785,27504.07207,79.146004,9.37871271
Slovenia,SVN,2010,23437.47202,27792.97798,79.509003,9.06859821
Slovenia,SVN,2011,24985.24827,28804.70152,79.839996,9.0771408
Slovenia,SVN,2012,22486.47167,28841.92306,80.133003,9.36723766
Slovenia,SVN,2013,23150.31799,29531.95771,80.389999,9.29292245
Solomon Islands,SLB,2003,744.7657423,1277.313806,64.971001,6.00398587
Solomon Islands,SLB,2004,818.442619,1342.015196,65.549004,5.64064416
Solomon Islands,SLB,2005,880.8748508,1424.361731,66.103996,7.83435685
Solomon Islands,SLB,2006,948.6592511,1532.480501,66.635002,6.6640115
Solomon Islands,SLB,2007,1046.931125,1648.976292,67.147003,6.42147919
Solomon Islands,SLB,2008,1205.791067,1759.425752,67.640999,5.97100604
Solomon Islands,SLB,2009,1158.282672,1651.002435,68.117996,7.92179206
Solomon Islands,SLB,2010,1272.448025,1746.765157,68.571999,7.46783612
Solomon Islands,SLB,2011,1642.837974,1969.206168,69.000999,5.08309566
Solomon Islands,SLB,2012,1858.689868,2053.59537,69.400002,5.48036406
Solomon Islands,SLB,2013,1880.5159,2103.955736,69.771004,5.42167209
South Africa,ZAF,2003,3775.608275,8650.316272,53.480999,8.25734824
South Africa,ZAF,2004,4863.51688,9177.625274,52.877998,7.92666753
South Africa,ZAF,2005,5414.634326,9846.093809,52.567001,7.76856193
South Africa,ZAF,2006,5631.703485,10577.93938,52.613998,7.56779385
South Africa,ZAF,2007,6125.039984,11289.4251,53.009998,7.53305757
South Africa,ZAF,2008,5786.59972,11716.71554,53.720001,7.74694468
South Africa,ZAF,2009,5888.602084,11462.61075,54.701,8.38628739
South Africa,ZAF,2010,7362.76139,11785.60514,55.888,8.5041601
South Africa,ZAF,2011,8049.954224,12243.87909,57.201,8.61362713
South Africa,ZAF,2012,7548.163698,12556.74847,58.544998,8.79451471
South Africa,ZAF,2013,6876.953821,12879.59134,59.830002,8.77541891
South Korea,KOR,2003,14209.38852,21374.49678,77.2502439,4.92542518
South Korea,KOR,2004,15907.66583,22947.22316,77.84658537,4.95938228
South Korea,KOR,2005,18639.52221,24196.42385,78.43268293,5.32851591
South Korea,KOR,2006,20888.38015,25827.7946,78.96926829,5.75710863
South Korea,KOR,2007,23060.70788,27822.86014,79.3495122,5.98674394
South Korea,KOR,2008,20430.63946,28655.98352,79.83268293,6.15807158
South Korea,KOR,2009,18291.9196,28320.31912,80.29731707,6.65612235
South Korea,KOR,2010,22086.95292,30376.87182,80.55121951,6.79430738
South Korea,KOR,2011,24079.78852,31228.5107,80.96707317,6.83252287
South Korea,KOR,2012,24358.78218,32097.164,81.21341463,7.01258591
South Korea,KOR,2013,25890.01867,32615.77259,81.70512195,7.19693064
Spain,ESP,2003,21495.70741,25054.49149,80.032997,7.98814212
Spain,ESP,2004,24918.64584,26198.5836,80.285004,8.04569615
Spain,ESP,2005,26510.71745,27702.46431,80.544998,8.11898424
Spain,ESP,2006,28482.60948,30832.97075,80.813004,8.23258934
Spain,ESP,2007,32709.40104,32584.25538,81.086998,8.35762244
Spain,ESP,2008,35578.73619,33463.11447,81.361,8.80496468
Spain,ESP,2009,32333.4661,32423.60174,81.634003,9.52140118
Spain,ESP,2010,30736.00228,31984.15525,81.898003,9.55574089
Spain,ESP,2011,31834.21816,32067.19245,82.149002,9.47835693
Spain,ESP,2012,28562.29324,31986.50036,82.385002,9.38884953
Spain,ESP,2013,29210.09342,32602.03033,82.602997,9.09572402
Sri Lanka,LKA,2003,989.4547732,4965.727538,73.127998,3.9535948
Sri Lanka,LKA,2004,1074.606092,5339.521248,73.593002,4.28272642
Sri Lanka,LKA,2005,1259.807591,5811.505852,73.896004,4.06081747
Sri Lanka,LKA,2006,1448.76101,6400.816758,74.058998,4.06216396
Sri Lanka,LKA,2007,1644.816372,6964.986319,74.143997,3.75875181
Sri Lanka,LKA,2008,2054.489192,7467.591882,74.207001,3.44475072
Sri Lanka,LKA,2009,2106.681584,7731.668695,74.269997,3.36899956
Sri Lanka,LKA,2010,2819.511161,8389.990393,74.351997,3.43256993
Sri Lanka,LKA,2011,3220.992615,9213.320943,74.461998,3.2814775
Sri Lanka,LKA,2012,3350.521375,10163.85871,74.593002,3.20966147
Sri Lanka,LKA,2013,3610.289374,10595.71291,74.740997,3.67699093
Sudan,SDN,2003,477.7384078,2154.735328,59.582001,3.17703293
Sudan,SDN,2004,565.0569459,2237.188411,59.993,3.39271563
Sudan,SDN,2005,679.7539949,2415.537115,60.416,3.1765208
Sudan,SDN,2006,893.8793645,2668.223752,60.854,3.92670182
Sudan,SDN,2007,1115.6952,2975.82959,61.299999,4.72342094
Sudan,SDN,2008,1291.528826,3187.310976,61.749001,8.16712987
Sudan,SDN,2009,1226.884381,3231.236495,62.193001,8.0387379
Sudan,SDN,2010,1476.478087,3298.004749,62.619999,7.96507777
Sudan,SDN,2011,1666.857757,3631.663456,63.019001,8.02944311
Sudan,SDN,2012,1892.894352,4172.538735,63.383999,8.20038881
Sudan,SDN,2013,1955.660799,4322.99132,63.712002,8.42182058
Suriname,SUR,2003,2603.139009,9136.100343,68.238998,6.62355609
Suriname,SUR,2004,3006.48773,10146.13355,68.480003,6.87614002
Suriname,SUR,2005,3595.088055,10834.59221,68.767998,6.7755102
Suriname,SUR,2006,5207.90002,11473.25284,69.088997,6.21722335
Suriname,SUR,2007,5761.39536,12249.53953,69.421997,5.92394468
Suriname,SUR,2008,6858.163158,12869.89825,69.749001,5.92226887
Suriname,SUR,2009,7443.850178,13218.0631,70.056999,6.13576782
Suriname,SUR,2010,8303.31332,13924.39072,70.334999,5.80511399
Suriname,SUR,2011,8318.97692,14887.93681,70.578003,5.93024378
Suriname,SUR,2012,9272.413453,15410.99649,70.790001,6.08716678
Suriname,SUR,2013,9484.568098,15956.949,70.975998,5.96477182
Swaziland,SWZ,2003,2020.994049,5243.645244,46.018002,5.70622138
Swaziland,SWZ,2004,2529.633557,5544.021957,45.904999,5.88376476
Swaziland,SWZ,2005,2873.862141,6006.335615,46.185001,6.79799069
Swaziland,SWZ,2006,2937.360723,6476.094243,46.846001,6.81322502
Swaziland,SWZ,2007,3047.48798,6834.034025,47.805,7.0494846
Swaziland,SWZ,2008,2842.438422,6901.29689,48.969002,8.19474448
Swaziland,SWZ,2009,3032.517125,6932.265488,50.259998,8.46365405
Swaziland,SWZ,2010,3690.239336,7148.912053,51.598,8.46995395
Swaziland,SWZ,2011,3934.273025,7323.997018,52.911999,8.61329306
Swaziland,SWZ,2012,3851.501547,7668.816874,54.158001,8.75829595
Swaziland,SWZ,2013,3598.705972,8174.434888,55.296001,9.65813772
Sweden,SWE,2003,36961.42537,31470.89574,80.235001,9.31003467
Sweden,SWE,2004,42442.22045,33551.70558,80.413002,9.08797098
Sweden,SWE,2005,43085.35315,33967.18753,80.596001,9.06150305
Sweden,SWE,2006,46256.4716,37439.83703,80.780998,8.94799761
Sweden,SWE,2007,53324.37937,40563.8388,80.963997,8.91722313
Sweden,SWE,2008,55746.84238,41853.69618,81.142998,9.22835422
Sweden,SWE,2009,46207.0592,39693.3253,81.317001,9.93895273
Sweden,SWE,2010,52076.25591,41667.83209,81.486,9.46876598
Sweden,SWE,2011,59593.28711,43755.06044,81.650002,11.70251308
Sweden,SWE,2012,57134.07707,44724.97434,81.813004,11.80240408
Sweden,SWE,2013,60283.24522,45673.17063,81.974998,11.96648921
Switzerland,CHE,2003,47960.56497,37611.51842,80.640999,10.933913
Switzerland,CHE,2004,53255.97631,39135.82669,80.903999,10.96120293
Switzerland,CHE,2005,54797.54663,40457.73086,81.163002,10.86294204
Switzerland,CHE,2006,57348.92788,44951.62866,81.413002,10.38772207
Switzerland,CHE,2007,63223.46778,49467.22055,81.650002,10.20985654
Switzerland,CHE,2008,72119.56087,52317.57054,81.872002,10.2889506
Switzerland,CHE,2009,69672.00471,51632.65359,82.078003,11.00053859
Switzerland,CHE,2010,74276.71842,52935.80414,82.269997,11.07054472
Switzerland,CHE,2011,87998.44468,55918.73283,82.449997,11.21213823
Switzerland,CHE,2012,83164.38795,57590.70118,82.625,11.58918948
Switzerland,CHE,2013,84658.88768,59788.18931,82.796997,11.70740988
Tajikistan,TJK,2003,236.3014438,1268.909122,66.726997,4.46175837
Tajikistan,TJK,2004,309.2801834,1408.964496,67.163002,5.07023451
Tajikistan,TJK,2005,337.359236,1519.740662,67.607002,5.88684129
Tajikistan,TJK,2006,404.2872665,1641.034651,68.052002,5.70209357
Tajikistan,TJK,2007,520.035956,1777.563579,68.487,5.34661226
Tajikistan,TJK,2008,706.0914128,1913.519713,68.902,5.58479823
Tajikistan,TJK,2009,666.3458569,1957.639749,69.290001,5.92820612
Tajikistan,TJK,2010,738.3475227,2063.730411,69.643997,6.04279741
Tajikistan,TJK,2011,834.5412953,2211.753822,69.958,5.98248817
Tajikistan,TJK,2012,954.7205253,2367.185366,70.234001,6.39187459
Tajikistan,TJK,2013,1040.214412,2525.685528,70.476997,6.75199215
Thailand,THA,2003,2358.930629,8855.494675,71.424004,3.58195154
Thailand,THA,2004,2659.839108,9604.710478,71.775002,3.514014999
Thailand,THA,2005,2893.651356,10262.10894,72.149002,3.548528224
Thailand,THA,2006,3368.952576,11035.61459,72.533997,3.493400777
Thailand,THA,2007,3972.206475,11878.03915,72.915001,3.564174177
Thailand,THA,2008,4378.687406,12255.21202,73.278999,3.923535752
Thailand,THA,2009,4212.054902,12201.36244,73.616997,4.112478932
Thailand,THA,2010,5075.302176,13213.74775,73.922997,3.809096371
Thailand,THA,2011,5491.159981,13535.13327,74.196999,4.119845915
Thailand,THA,2012,5859.915622,14714.47502,74.445999,4.169548908
Thailand,THA,2013,6171.262444,15293.25799,74.678001,4.004047293
Togo,TGO,2003,310.4370144,1011.056235,53.935001,4.99880284
Togo,TGO,2004,349.9937253,1033.423535,54.23,5.06130245
Togo,TGO,2005,372.1721837,1051.03368,54.598,5.17180825
Togo,TGO,2006,377.336029,1097.387813,55.048,5.56021357
Togo,TGO,2007,420.7604743,1121.731304,55.577999,5.54708083
Togo,TGO,2008,513.391914,1137.992257,56.174,5.73187263
Togo,TGO,2009,499.6468713,1155.260187,56.813999,6.63672007
Togo,TGO,2010,487.9238913,1183.839338,57.465,5.36773553
Togo,TGO,2011,562.3393592,1233.834912,58.091999,5.20927104
Togo,TGO,2012,563.6894247,1282.532064,58.667999,5.11056848
Togo,TGO,2013,579.434805,1319.659066,59.174,5.11926485
Tonga,TON,2003,2029.714718,4154.366563,71.228996,5.08974932
Tonga,TON,2004,2284.307858,4227.46076,71.366997,4.87078703
Tonga,TON,2005,2594.74999,4404.666303,71.503998,6.52379264
Tonga,TON,2006,2892.522663,4474.419082,71.639,5.60594356
Tonga,TON,2007,2932.315883,4373.414411,71.773003,5.81765428
Tonga,TON,2008,3392.64743,4568.277963,71.905998,5.12973873
Tonga,TON,2009,3070.846563,4681.605487,72.039001,4.66848316
Tonga,TON,2010,3547.590975,4883.072932,72.172997,4.59400374
Tonga,TON,2011,4045.018866,5101.505373,72.307999,4.06038924
Tonga,TON,2012,4501.542462,5223.009102,72.445999,4.51094427
Tonga,TON,2013,4266.557174,5123.041478,72.587997,4.98418762
Trinidad and Tobago,TTO,2003,8804.518666,19547.27675,68.723999,5.12558072
Trinidad and Tobago,TTO,2004,10290.51914,21572.51352,68.816002,5.2241969
Trinidad and Tobago,TTO,2005,12323.12705,23532.48931,68.927002,5.31033616
Trinidad and Tobago,TTO,2006,14095.96337,27328.29287,69.059998,4.48975901
Trinidad and Tobago,TTO,2007,16530.18044,29252.1188,69.213997,4.82306179
Trinidad and Tobago,TTO,2008,21188.11857,30693.869,69.384003,4.3981753
Trinidad and Tobago,TTO,2009,14508.8796,29429.34747,69.567001,6.47087206
Trinidad and Tobago,TTO,2010,16683.94578,30628.54176,69.755997,5.28531009
Trinidad and Tobago,TTO,2011,19053.97067,31012.71642,69.942001,5.05638554
Trinidad and Tobago,TTO,2012,19152.05301,31830.51803,70.117996,5.78214255
Trinidad and Tobago,TTO,2013,19607.83283,33038.96777,70.279999,5.98343264
Tunisia,TUN,2003,2761.969249,6832.440281,73.835999,5.35778086
Tunisia,TUN,2004,3112.835029,7400.072075,74.026001,5.62538521
Tunisia,TUN,2005,3194.562243,7838.074031,74.199997,5.56702876
Tunisia,TUN,2006,3371.71231,8424.454804,74.351997,5.64434473
Tunisia,TUN,2007,3778.184171,9137.583448,74.483002,5.64191897
Tunisia,TUN,2008,4310.093026,9609.707561,74.595001,5.6286516
Tunisia,TUN,2009,4129.977335,9868.801433,74.695,6.18404687
Tunisia,TUN,2010,4140.15177,10225.25223,74.792999,6.54360565
Tunisia,TUN,2011,4256.91279,10120.67717,74.900002,7.15464127
Tunisia,TUN,2012,4137.554021,10595.87444,75.023003,7.17870481
Tunisia,TUN,2013,4199.470253,10947.91384,75.167,7.26466474
Turkey,TUR,2003,4718.501291,9603.830371,71.599998,5.33861757
Turkey,TUR,2004,6040.72953,10868.23306,72.059998,5.37016598
Turkey,TUR,2005,7384.354661,11887.87499,72.481003,5.44880157
Turkey,TUR,2006,8034.869161,13628.00258,72.865997,5.81085626
Turkey,TUR,2007,9709.490246,14840.19836,73.219002,6.03715628
Turkey,TUR,2008,10850.68975,16048.92019,73.549004,6.07447864
Turkey,TUR,2009,9036.499911,15501.84711,73.859001,6.07952123
Turkey,TUR,2010,10672.05693,17459.56972,74.153999,5.61321761
Turkey,TUR,2011,11341.13395,19660.88949,74.436996,5.28676115
Turkey,TUR,2012,11720.30843,20639.85867,74.710999,5.2363833
Turkey,TUR,2013,12542.93565,22310.5364,74.976997,5.384456
Turkmenistan,TKM,2003,1283.885977,4691.967981,64.386002,3.85321101
Turkmenistan,TKM,2004,1453.917166,5010.761804,64.693001,4.03345977
Turkmenistan,TKM,2005,1704.51475,5783.426492,65.016998,3.51024521
Turkmenistan,TKM,2006,2136.66815,6538.595025,65.353996,2.90279089
Turkmenistan,TKM,2007,2600.371428,7363.082409,65.695,2.15851852
Turkmenistan,TKM,2008,3904.467675,8496.630693,66.030998,1.9252072
Turkmenistan,TKM,2009,4036.459223,8952.453518,66.355003,1.88168599
Turkmenistan,TKM,2010,4439.203,9741.305291,66.656998,1.98723852
Turkmenistan,TKM,2011,5649.978486,11212.53851,66.928001,1.98105412
Turkmenistan,TKM,2012,6675.262954,12460.7504,67.167,1.96187546
Turkmenistan,TKM,2013,7304.420525,13697.55492,67.375,2.12069027
Uganda,UGA,2003,237.9995917,984.8672694,50.394001,7.5364715
Uganda,UGA,2004,288.0236949,1043.839132,51.537998,8.89591147
Uganda,UGA,2005,315.7880227,1106.501459,52.639999,9.36187998
Uganda,UGA,2006,336.4593923,1220.45138,53.681,9.86250092
Uganda,UGA,2007,401.8508631,1312.161474,54.66,9.76286949
Uganda,UGA,2008,449.6928183,1405.110656,55.574001,9.10394727
Uganda,UGA,2009,647.0107732,1460.071148,56.409,8.42938791
Uganda,UGA,2010,594.9972557,1508.977415,57.153,11.02478546
Uganda,UGA,2011,584.3962137,1628.901607,57.796001,9.08972092
Uganda,UGA,2012,647.704741,1665.263063,58.347,7.58352882
Uganda,UGA,2013,662.4922903,1694.444174,58.819,7.47352248
Ukraine,UKR,2003,1048.522488,5206.106632,67.306,6.93362184
Ukraine,UKR,2004,1367.352433,6042.184784,67.346001,6.60913962
Ukraine,UKR,2005,1828.717626,6452.096195,67.434998,6.41043647
Ukraine,UKR,2006,2303.018831,7184.203287,67.614998,6.39231981
Ukraine,UKR,2007,3068.608998,8005.69176,67.914001,6.35521436
Ukraine,UKR,2008,3891.037823,8395.812545,68.334,6.63441822
Ukraine,UKR,2009,2545.480341,7239.624226,68.862,7.79946242
Ukraine,UKR,2010,2965.142365,7666.219577,69.457001,7.80753352
Ukraine,UKR,2011,3569.757027,8281.867126,70.065002,6.98430531
Ukraine,UKR,2012,3855.42128,8475.471746,70.629997,7.46947303
Ukraine,UKR,2013,4029.715504,8629.676994,71.112,7.66658213
United Arab Emirates,ARE,2003,33230.52318,82571.361,74.968002,2.64640737
United Arab Emirates,ARE,2004,36161.17061,85090.28276,75.199997,2.46216142
United Arab Emirates,ARE,2005,39439.80197,82205.94527,75.421997,2.32021865
United Arab Emirates,ARE,2006,42372.22166,81305.37481,75.632004,2.32534364
United Arab Emirates,ARE,2007,42672.61323,74698.27439,75.828003,2.56564188
United Arab Emirates,ARE,2008,45758.90554,68902.19905,76.012001,2.92853487
United Arab Emirates,ARE,2009,33072.57517,59160.00185,76.182999,4.04992386
United Arab Emirates,ARE,2010,35049.14832,56415.07405,76.344002,3.92945183
United Arab Emirates,ARE,2011,40462.31209,58404.01559,76.498001,3.7038587
United Arab Emirates,ARE,2012,42112.23565,60914.80308,76.648003,3.44599956
United Arab Emirates,ARE,2013,43350.64268,64713.13121,76.797997,3.48564353
United Kingdom,GBR,2003,34007.88876,29898.23589,78.528999,7.81211385
United Kingdom,GBR,2004,39824.76181,31617.61228,78.788002,7.97890281
United Kingdom,GBR,2005,41524.06554,32274.76374,79.049004,8.23536912
United Kingdom,GBR,2006,44016.72641,34332.30121,79.310997,8.36326097
United Kingdom,GBR,2007,49949.15488,35151.34069,79.577003,8.41613855
United Kingdom,GBR,2008,46523.26545,36068.09323,79.843002,8.85089693
United Kingdom,GBR,2009,38010.10045,34402.96146,80.108002,9.80995593
United Kingdom,GBR,2010,38709.91166,35740.7372,80.365997,9.50702943
United Kingdom,GBR,2011,41240.42486,36456.00216,80.610001,9.33870027
United Kingdom,GBR,2012,41538.30726,37477.80229,80.836998,9.41083326
United Kingdom,GBR,2013,42407.37101,39016.75868,81.044998,9.33908653
United States,USA,2003,39677.19835,39677.19835,77.292,15.05869771
United States,USA,2004,41921.80976,41921.80976,77.474998,15.13565701
United States,USA,2005,44307.92058,44307.92058,77.667,15.15399054
United States,USA,2006,46437.06712,46437.06712,77.859001,15.2700426
United States,USA,2007,48061.53766,48061.53766,78.045998,15.56604376
United States,USA,2008,48401.42734,48401.42734,78.223,16.02261006
United States,USA,2009,47001.55535,47001.55535,78.387001,16.99914257
United States,USA,2010,48373.87882,48373.87882,78.539001,17.0167582
United States,USA,2011,49790.66548,49790.66548,78.681999,17.05713122
United States,USA,2012,51450.1223,51450.1223,78.820999,17.01736133
United States,USA,2013,52787.02695,52787.02695,78.959999,16.89772211
Uruguay,URY,2003,3622.052284,9654.336692,75.427002,6.51517001
Uruguay,URY,2004,4117.308853,10421.03573,75.613998,11.58763842
Uruguay,URY,2005,5220.951116,11553.51551,75.792,11.1496572
Uruguay,URY,2006,5877.876078,12376.3366,75.960999,11.17178456
Uruguay,URY,2007,7009.697046,13501.6028,76.124001,8.22815252
Uruguay,URY,2008,9062.312164,14705.55174,76.281998,8.17280036
Uruguay,URY,2009,9415.170386,15391.19699,76.435997,8.78469846
Uruguay,URY,2010,11938.212,16736.85103,76.587997,8.62826624
Uruguay,URY,2011,14166.49908,17904.74582,76.738998,8.55410488
Uruguay,URY,2012,15092.06819,18817.74196,76.889999,8.7407876
Uruguay,URY,2013,16881.20568,19942.50405,77.040001,8.67769884
Uzbekistan,UZB,2003,396.129969,2288.356703,67.836998,5.16997656
Uzbekistan,UZB,2004,465.1198869,2503.279375,68.094002,5.11436038
Uzbekistan,UZB,2005,546.7768502,2732.716951,68.366997,5.11296685
Uzbekistan,UZB,2006,654.2838373,2985.636057,68.663002,5.49300901
Uzbekistan,UZB,2007,830.4076942,3321.566762,68.982002,5.81239577
Uzbekistan,UZB,2008,1082.286025,3632.740121,69.319,5.92163254
Uzbekistan,UZB,2009,1213.265328,3890.610174,69.665001,6.31487791
Uzbekistan,UZB,2010,1377.08214,4153.938846,70.004997,5.34396144
Uzbekistan,UZB,2011,1564.966945,4469.997484,70.321999,5.64815804
Uzbekistan,UZB,2012,1740.468298,4853.649706,70.603996,6.49281819
Uzbekistan,UZB,2013,1907.551233,5244.04938,70.844002,6.31652519
Vanuatu,VUT,2003,1580.502724,2105.43081,68.544998,4.01906287
Vanuatu,VUT,2004,1787.947023,2192.458133,68.889,4.11663165
Vanuatu,VUT,2005,1886.433359,2323.514575,69.221001,3.86851559
Vanuatu,VUT,2006,2047.097823,2533.92305,69.541,3.96261637
Vanuatu,VUT,2007,2393.367265,2669.779208,69.851997,3.67007251
Vanuatu,VUT,2008,2697.961375,2828.415927,70.152,3.66361488
Vanuatu,VUT,2009,2643.441423,2874.841509,70.442001,3.90267183
Vanuatu,VUT,2010,2965.802434,2888.398273,70.721001,4.71116665
Vanuatu,VUT,2011,3275.091684,2915.299885,70.987999,3.84552673
Vanuatu,VUT,2012,3158.58688,2952.568516,71.240997,3.70249939
Vanuatu,VUT,2013,3167.343056,2990.96474,71.481003,3.92031081
Venezuela,VEN,2003,3232.524276,9957.685837,72.872002,4.93347186
Venezuela,VEN,2004,4271.372404,11891.62467,73.014999,4.77964216
Venezuela,VEN,2005,5432.688675,13309.69764,73.134003,4.6940286
Venezuela,VEN,2006,6735.797588,14821.148,73.235001,4.85046028
Venezuela,VEN,2007,8318.803399,16276.92563,73.327003,5.25316087
Venezuela,VEN,2008,11227.23138,17192.91545,73.418999,3.98047064
Venezuela,VEN,2009,11536.14939,16507.34135,73.515999,5.81361503
Venezuela,VEN,2010,13545.20584,16210.28996,73.625,5.03666547
Venezuela,VEN,2011,10741.57638,16981.33549,73.748001,5.2449473
Venezuela,VEN,2012,12755.00008,18004.46532,73.885002,4.80160508
Venezuela,VEN,2013,12237.22406,18281.19297,74.035004,4.93680816
Vietnam,VNM,2003,530.8618505,2590.294311,73.892998,4.83899044
Vietnam,VNM,2004,606.9043783,2828.047516,74.082001,5.08710719
Vietnam,VNM,2005,699.4997775,3102.936693,74.263,5.37666261
Vietnam,VNM,2006,796.6715738,3383.69504,74.438004,5.56258599
Vietnam,VNM,2007,919.2092656,3681.316118,74.609001,6.0923572
Vietnam,VNM,2008,1164.612525,3924.101329,74.777,5.52834177
Vietnam,VNM,2009,1232.369674,4123.425804,74.945999,6.0398131
Vietnam,VNM,2010,1333.583524,4395.510163,75.116997,6.36084929
Vietnam,VNM,2011,1542.670436,4715.886349,75.293999,6.2016319
Vietnam,VNM,2012,1754.547974,5000.764854,75.475998,6.96358104
Vietnam,VNM,2013,1907.564382,5300.32607,75.663002,7.16550866
Yemen,YEM,2003,605.1647335,3360.66843,61.200001,5.00406928
Yemen,YEM,2004,693.0835669,3490.716252,61.52,4.8988836
Yemen,YEM,2005,813.9643857,3699.915248,61.856998,4.5804801
Yemen,YEM,2006,901.7599875,3827.095212,62.205002,4.81712889
Yemen,YEM,2007,995.6284828,3949.783998,62.551998,4.91766097
Yemen,YEM,2008,1203.720733,4061.241117,62.888,5.11744651
Yemen,YEM,2009,1093.812918,4135.865264,63.208,5.31633725
Yemen,YEM,2010,1309.23196,4388.144847,63.507999,5.17144739
Yemen,YEM,2011,1349.42025,3805.237994,63.785999,5.0414585
Yemen,YEM,2012,1421.171575,3863.289475,64.045998,5.73349373
Yemen,YEM,2013,1580.181601,4007.8267,64.291,5.77556499
Zambia,ZMB,2003,429.1583434,1916.105741,47.330002,8.17601711
Zambia,ZMB,2004,530.2772217,2051.607433,48.431999,7.32536011
Zambia,ZMB,2005,691.3178164,2210.472268,49.630001,7.55610861
Zambia,ZMB,2006,1030.154199,2392.690039,50.929001,6.10709037
Zambia,ZMB,2007,1104.587985,2589.897156,52.313,4.36579232
Zambia,ZMB,2008,1369.068249,2768.423449,53.749001,4.8719934
Zambia,ZMB,2009,1139.110233,2961.99056,55.194,4.72867894
Zambia,ZMB,2010,1463.213573,3212.941881,56.588001,4.40728156
Zambia,ZMB,2011,1644.619672,3361.112069,57.872002,4.262571
Zambia,ZMB,2012,1734.930612,3574.05852,59.011002,4.91328998
Zambia,ZMB,2013,1850.793359,3701.392674,59.981998,4.99279017
Zimbabwe,ZWE,2003,453.3511552,1601.597426,44.188,6.51500899
Zimbabwe,ZWE,2004,454.3606654,1532.64379,44.570999,7.13051837
Zimbabwe,ZWE,2005,444.7605075,1472.877759,45.282001,6.43560337
Zimbabwe,ZWE,2006,414.796232,1445.005143,46.344002,5.1241363
Zimbabwe,ZWE,2007,396.9982166,1407.216442,47.719002,4.47385581
Zimbabwe,ZWE,2008,325.6785703,1161.389245,49.337002,4.95530438
