Entity,Code,Year, (% of GDP)
Ireland,2008,8.64102477,
Ireland,2009,9.53009384,
Ireland,2010,8.76096475,
Ireland,2011,8.14533747,
Ireland,2012,8.32055052,
Ireland,2013,8.00927632,
Israel,2003,7.43618123,
Israel,2004,7.34611873,
Israel,2005,7.43511313,
Israel,2006,7.37962269,
Israel,2007,7.36888637,
Israel,2008,7.32999547,
Israel,2009,7.45871596,
Israel,2010,7.35697387,
Israel,2011,7.39438605,
Israel,2012,7.73373175,
Israel,2013,7.89399062,
Italy,2003,8.17185036,
Italy,2004,8.49431614,
Italy,2005,8.70707069,
Italy,2006,8.81849072,
Italy,2007,8.48168567,
Italy,2008,8.88584923,
Italy,2009,9.41489657,
Italy,2010,9.41991203,
Italy,2011,9.27499911,
Italy,2012,9.28206804,
Italy,2013,9.21721878,
Jamaica,2003,4.55821974,
Jamaica,2004,4.80457328,
Jamaica,2005,4.06830563,
Jamaica,2006,4.22114615,
Jamaica,2007,4.87190883,
Jamaica,2008,5.40429222,
Jamaica,2009,5.15809611,
Jamaica,2010,5.29687787,
Jamaica,2011,5.21156436,
Jamaica,2012,5.65711987,
Jamaica,2013,5.90574802,
Japan,2003,7.99594428,
Japan,2004,8.03487741,
Japan,2005,8.18154267,
Japan,2006,8.19413457,
Japan,2007,8.24853451,
Japan,2008,8.59902664,
Japan,2009,9.51396085,
Japan,2010,9.57849715,
Japan,2011,10.07184997,
Japan,2012,10.16980518,
Japan,2013,10.24737667,
Jordan,2003,9.15453269,
Jordan,2004,9.05278809,
Jordan,2005,8.88253327,
Jordan,2006,8.08490328,
Jordan,2007,8.34550992,
Jordan,2008,8.77647005,
Jordan,2009,9.54302829,
Jordan,2010,8.4176322,
Jordan,2011,8.38611431,
Jordan,2012,8.00466753,
Jordan,2013,7.23316979,
Kazakhstan,2003,3.69562808,
Kazakhstan,2004,3.95180407,
Kazakhstan,2005,4.06951322,
Kazakhstan,2006,3.72656036,
Kazakhstan,2007,3.18543508,
Kazakhstan,2008,3.64857277,
Kazakhstan,2009,4.13485255,
Kazakhstan,2010,4.42042194,
Kazakhstan,2011,4.05524966,
Kazakhstan,2012,4.3153085,
Kazakhstan,2013,4.29914863,
Kenya,2003,4.44734056,
Kenya,2004,4.28974554,
Kenya,2005,4.36354595,
Kenya,2006,4.24362134,
Kenya,2007,4.07795506,
Kenya,2008,3.89959146,
Kenya,2009,4.16756719,
Kenya,2010,3.97371597,
Kenya,2011,5.2314281,
Kenya,2012,5.49053237,
Kenya,2013,5.56790477,
Kiribati,2003,9.97939239,
Kiribati,2004,10.39189376,
Kiribati,2005,10.05853597,
Kiribati,2006,10.92704338,
Kiribati,2007,13.65860476,
Kiribati,2008,12.22926894,
Kiribati,2009,12.24187853,
Kiribati,2010,10.51872977,
Kiribati,2011,10.42241736,
Kiribati,2012,10.37479425,
Kiribati,2013,10.15483768,
Kuwait,2003,3.22905642,
Kuwait,2004,2.7557707,
Kuwait,2005,2.37794798,
Kuwait,2006,2.25224274,
Kuwait,2007,2.13286507,
Kuwait,2008,1.93147895,
Kuwait,2009,3.87051709,
Kuwait,2010,2.7596631,
Kuwait,2011,2.61661289,
Kuwait,2012,2.57201714,
Kuwait,2013,2.5600271,
Kyrgyzstan,2003,5.42793328,
Kyrgyzstan,2004,5.57289951,
Kyrgyzstan,2005,5.82230709,
Kyrgyzstan,2006,6.73429073,
Kyrgyzstan,2007,6.87338793,
Kyrgyzstan,2008,6.07102722,
Kyrgyzstan,2009,6.79492613,
Kyrgyzstan,2010,6.65733621,
Kyrgyzstan,2011,6.17973864,
Kyrgyzstan,2012,6.97356873,
Kyrgyzstan,2013,6.6786385,
Latvia,2003,6.15252413,
Latvia,2004,6.51218398,
Latvia,2005,6.37415759,
Latvia,2006,6.7991405,
Latvia,2007,7.01215151,
Latvia,2008,6.63050503,
Latvia,2009,6.83979658,
Latvia,2010,6.55480303,
Latvia,2011,6.09974017,
Latvia,2012,5.90778351,
Latvia,2013,5.66928247,
Lebanon,2003,9.3023934,
Lebanon,2004,8.90980781,
Lebanon,2005,8.41980531,
Lebanon,2006,8.83001398,
Lebanon,2007,8.9037559,
Lebanon,2008,8.07052509,
Lebanon,2009,7.42448512,
Lebanon,2010,7.19133602,
Lebanon,2011,7.12492597,
Lebanon,2012,6.9909271,
Lebanon,2013,6.63325169,
Lesotho,2003,7.1297893,
Lesotho,2004,6.96398382,
Lesotho,2005,6.29584414,
Lesotho,2006,7.11552059,
Lesotho,2007,8.46770338,
Lesotho,2008,8.85089519,
Lesotho,2009,9.79523187,
Lesotho,2010,10.87000705,
Lesotho,2011,11.78852824,
Lesotho,2012,11.14497984,
Lesotho,2013,11.07282138,
Liberia,2003,3.43834059,
Liberia,2004,8.77485716,
Liberia,2005,8.0358831,
Liberia,2006,10.90408771,
Liberia,2007,10.23524323,
Liberia,2008,11.82501159,
Liberia,2009,14.39018881,
Liberia,2010,11.86712183,
Liberia,2011,11.23228864,
Liberia,2012,10.18650065,
Liberia,2013,9.25436605,
Lithuania,2003,6.45979375,
Lithuania,2004,5.67346919,
Lithuania,2005,5.83432657,
Lithuania,2006,6.19588569,
Lithuania,2007,6.22384874,
Lithuania,2008,6.60837899,
Lithuania,2009,7.53257874,
Lithuania,2010,7.09033823,
Lithuania,2011,6.85596808,
Lithuania,2012,6.66789481,
Lithuania,2013,6.59045056,
Luxembourg,2003,7.66728887,
Luxembourg,2004,8.20455465,
Luxembourg,2005,7.94570112,
Luxembourg,2006,7.74947883,
Luxembourg,2007,6.79800543,
Luxembourg,2008,7.33859064,
Luxembourg,2009,8.1146262,
Luxembourg,2010,7.68088676,
Luxembourg,2011,7.3409169,
Luxembourg,2012,7.17505184,
Luxembourg,2013,7.09750397,
Madagascar,2003,4.81306658,
Madagascar,2004,4.8875444,
Madagascar,2005,5.03002085,
Madagascar,2006,5.11190088,
Madagascar,2007,4.98399653,
Madagascar,2008,4.49573889,
Madagascar,2009,4.70033897,
Madagascar,2010,4.86435014,
Madagascar,2011,4.2355947,
Madagascar,2012,3.45623205,
Madagascar,2013,4.14767794,
Malawi,2003,6.34731849,
Malawi,2004,7.81617071,
Malawi,2005,8.20169881,
Malawi,2006,8.99284504,
Malawi,2007,9.31250037,
Malawi,2008,10.69761085,
Malawi,2009,10.17733374,
Malawi,2010,10.04536369,
Malawi,2011,11.67225735,
Malawi,2012,12.05577458,
Malawi,2013,10.96199023,
Malaysia,2003,3.95394002,
Malaysia,2004,3.74492489,
Malaysia,2005,3.29181275,
Malaysia,2006,3.65423211,
Malaysia,2007,3.60562884,
Malaysia,2008,3.4712822,
Malaysia,2009,3.97454959,
Malaysia,2010,3.99044068,
Malaysia,2011,3.88778674,
Malaysia,2012,4.01140506,
Malaysia,2013,4.01811554,
Maldives,2003,5.89706416,
Maldives,2004,5.88874714,
Maldives,2005,9.52452498,
Maldives,2006,7.37121198,
Maldives,2007,6.64152393,
Maldives,2008,9.30458288,
Maldives,2009,9.21822502,
Maldives,2010,7.92926355,
Maldives,2011,8.11412868,
Maldives,2012,9.16358288,
Maldives,2013,11.16425478,
Mali,2003,6.25006856,
Mali,2004,6.2798959,
Mali,2005,6.33580578,
Mali,2006,6.55543828,
Mali,2007,6.97251095,
Mali,2008,6.7369722,
Mali,2009,6.84936871,
Mali,2010,6.35206417,
Mali,2011,6.58863181,
Mali,2012,6.46533952,
Mali,2013,6.5777895,
Malta,2003,8.05680621,
Malta,2004,8.46267194,
Malta,2005,8.83355332,
Malta,2006,8.93281432,
Malta,2007,8.35676141,
Malta,2008,8.15397796,
Malta,2009,8.33140474,
Malta,2010,8.29921427,
Malta,2011,9.59870689,
Malta,2012,9.95129454,
Malta,2013,9.89183881,
Marshall Islands,2003,16.86879662,
Marshall Islands,2004,17.8403202,
Marshall Islands,2005,17.4250474,
Marshall Islands,2006,19.79982033,
Marshall Islands,2007,20.42172636,
Marshall Islands,2008,19.43177259,
Marshall Islands,2009,18.97912934,
Marshall Islands,2010,17.3351136,
Marshall Islands,2011,17.18970115,
Marshall Islands,2012,16.67534375,
Marshall Islands,2013,17.23845225,
Mauritania,2003,4.52840343,
Mauritania,2004,4.70454966,
Mauritania,2005,4.2060502,
Mauritania,2006,3.20757593,
Mauritania,2007,3.53528514,
Mauritania,2008,3.22665716,
Mauritania,2009,3.78735326,
Mauritania,2010,3.27934195,
Mauritania,2011,2.86968767,
Mauritania,2012,3.36153201,
Mauritania,2013,3.63447484,
Mauritius,2003,4.14728086,
Mauritius,2004,4.29214123,
Mauritius,2005,4.46865768,
Mauritius,2006,4.37870539,
Mauritius,2007,4.24109725,
Mauritius,2008,4.60310258,
Mauritius,2009,4.96772048,
Mauritius,2010,5.28526703,
Mauritius,2011,5.02482988,
Mauritius,2012,4.7562462,
Mauritius,2013,4.82151957,
Mexico,2003,6.02185177,
Mexico,2004,6.11044039,
Mexico,2005,6.0443102,
Mexico,2006,5.83217814,
Mexico,2007,5.91563943,
Mexico,2008,6.06132066,
Mexico,2009,6.59579987,
Mexico,2010,6.39444283,
Mexico,2011,6.04343893,
Mexico,2012,6.21482997,
Mexico,2013,6.29528345,
Monaco,2003,3.9340387,
Monaco,2004,4.02616923,
Monaco,2005,4.00135654,
Monaco,2006,3.81972113,
Monaco,2007,3.38073993,
Monaco,2008,3.63699333,
Monaco,2009,4.29791231,
Monaco,2010,4.40020002,
Monaco,2011,4.19310875,
Monaco,2012,4.25538691,
Monaco,2013,4.0300074,
Mongolia,2003,6.17936733,
Mongolia,2004,5.99465876,
Mongolia,2005,5.08566386,
Mongolia,2006,4.67597361,
Mongolia,2007,5.06366434,
Mongolia,2008,5.57702988,
Mongolia,2009,5.2898624,
Mongolia,2010,4.69693758,
Mongolia,2011,4.45434197,
Mongolia,2012,4.21982325,
Mongolia,2013,4.21146824,
Morocco,2003,5.25177742,
Morocco,2004,5.21554804,
Morocco,2005,5.05803376,
Morocco,2006,5.23396796,
Morocco,2007,5.47518256,
Morocco,2008,5.41489757,
Morocco,2009,5.66551271,
Morocco,2010,5.85885463,
Morocco,2011,5.98875179,
Morocco,2012,6.14685256,
Morocco,2013,5.93534584,
Mozambique,2003,6.3923101,
Mozambique,2004,5.91276381,
Mozambique,2005,6.86781935,
Mozambique,2006,6.51278626,
Mozambique,2007,5.25271234,
Mozambique,2008,4.91337392,
Mozambique,2009,5.43496409,
Mozambique,2010,5.3803234,
Mozambique,2011,6.23470157,
Mozambique,2012,5.57950644,
Mozambique,2013,5.89790701,
Myanmar,2003,1.96630795,
Myanmar,2004,1.96873038,
Myanmar,2005,1.83009783,
Myanmar,2006,1.77640517,
Myanmar,2007,1.68461292,
Myanmar,2008,1.87462274,
Myanmar,2009,2.04583935,
Myanmar,2010,1.92028227,
Myanmar,2011,1.86845552,
Myanmar,2012,2.21823163,
Myanmar,2013,2.15820037,
Namibia,2003,6.52403029,
Namibia,2004,6.47197619,
Namibia,2005,7.31871061,
Namibia,2006,7.19928741,
Namibia,2007,6.99321064,
Namibia,2008,7.14986622,
Namibia,2009,8.05232515,
Namibia,2010,7.89329936,
Namibia,2011,8.78046547,
Namibia,2012,8.23537727,
Namibia,2013,8.52898331,
Nauru,2003,14.40901784,
Nauru,2004,11.62229274,
Nauru,2005,12.57138688,
Nauru,2006,13.54904504,
Nauru,2007,19.14755531,
Nauru,2008,16.44113877,
Nauru,2009,9.45726812,
Nauru,2010,9.10349444,
Nauru,2011,7.66603943,
Nauru,2012,6.96990224,
Nauru,2013,4.65114671,
Nepal,2003,5.48432085,
Nepal,2004,5.82296493,
Nepal,2005,5.72405361,
Nepal,2006,5.69674996,
Nepal,2007,5.84111345,
Nepal,2008,6.43595472,
Nepal,2009,6.40782169,
Nepal,2010,6.43130604,
Nepal,2011,6.72915248,
Nepal,2012,5.8926379,
Nepal,2013,5.6862681,
Netherlands,2003,8.45717558,
Netherlands,2004,8.52118682,
Netherlands,2005,9.59771913,
Netherlands,2006,9.35703746,
Netherlands,2007,9.35717394,
Netherlands,2008,9.57126055,
Netherlands,2009,10.29027545,
Netherlands,2010,10.47572212,
Netherlands,2011,10.52716599,
Netherlands,2012,11.01234745,
Netherlands,2013,11.0448661,
New Zealand,2003,7.71206749,
New Zealand,2004,7.8882147,
New Zealand,2005,8.24881468,
New Zealand,2006,8.64627633,
New Zealand,2007,8.35417746,
New Zealand,2008,10.6984593,
New Zealand,2009,11.20574784,
New Zealand,2010,11.1979699,
New Zealand,2011,11.24147297,
New Zealand,2012,11.53033809,
New Zealand,2013,11.17351069,
Nicaragua,2003,6.11615628,
Nicaragua,2004,6.1259658,
Nicaragua,2005,6.11145325,
Nicaragua,2006,6.33185521,
Nicaragua,2007,6.91390603,
Nicaragua,2008,6.98285453,
Nicaragua,2009,6.81780512,
Nicaragua,2010,6.57853535,
Nicaragua,2011,6.39394228,
Nicaragua,2012,8.04170642,
Nicaragua,2013,8.42894257,
Niger,2003,6.23256935,
Niger,2004,6.60998896,
Niger,2005,7.14963764,
Niger,2006,7.39442881,
Niger,2007,6.93941879,
Niger,2008,6.75786887,
Niger,2009,6.97831587,
Niger,2010,6.36161217,
Niger,2011,6.66032034,
Niger,2012,6.10930646,
Niger,2013,5.0897826,
Nigeria,2003,4.04693455,
Nigeria,2003,4.04693455,
Nigeria,2004,4.32750562,
Nigeria,2004,4.32750562,
Nigeria,2005,4.10629745,
Nigeria,2005,4.10629745,
Nigeria,2006,3.65686026,
Nigeria,2006,3.65686026,
Nigeria,2007,4.4733267,
Nigeria,2007,4.4733267,
Nigeria,2008,3.99807623,
Nigeria,2008,3.99807623,
Nigeria,2009,4.23500082,
Nigeria,2009,4.23500082,
Nigeria,2010,3.47052573,
Nigeria,2010,3.47052573,
Nigeria,2011,3.68701062,
Nigeria,2011,3.68701062,
Nigeria,2012,3.2990842,
Nigeria,2012,3.2990842,
Nigeria,2013,3.70392576,
Nigeria,2013,3.70392576,
Norway,2003,9.85260059,
Norway,2004,9.44112199,
Norway,2005,8.89402506,
Norway,2006,8.43055064,
Norway,2007,8.58441414,
Norway,2008,8.4020757,
Norway,2009,9.48566447,
Norway,2010,9.2556665,
Norway,2011,9.13551098,
Norway,2012,9.15682812,
Norway,2013,9.39187284,
Oman,2003,3.17288586,
Oman,2004,2.97575695,
Oman,2005,2.58713523,
Oman,2006,2.31084657,
Oman,2007,2.42579068,
Oman,2008,2.01221452,
Oman,2009,2.83003846,
Oman,2010,2.74408324,
Oman,2011,2.49265722,
Oman,2012,2.523264,
Oman,2013,2.76083902,
Pakistan,2003,2.60877636,
Pakistan,2004,2.55792322,
Pakistan,2005,2.91358382,
Pakistan,2006,3.40168643,
Pakistan,2007,3.35353968,
Pakistan,2008,3.2590847,
Pakistan,2009,2.93914413,
Pakistan,2010,3.01609686,
Pakistan,2011,3.00636984,
Pakistan,2012,2.75972728,
Pakistan,2013,2.70392397,
Palau,2003,8.47729758,
Palau,2004,8.80431634,
Palau,2005,8.21470499,
Palau,2006,8.71445874,
Palau,2007,9.0090566,
Palau,2008,9.0740546,
Palau,2009,9.52643642,
Palau,2010,10.6424429,
Palau,2011,9.29484695,
Palau,2012,9.35998673,
Palau,2013,9.26707342,
Panama,2003,7.60445984,
Panama,2004,8.08643586,
Panama,2005,7.47896823,
Panama,2006,6.99655716,
Panama,2007,6.30662961,
Panama,2008,6.75011236,
Panama,2009,7.56026325,
Panama,2010,8.04716512,
Panama,2011,7.50141666,
Panama,2012,7.24519314,
Panama,2013,8.08587822,
Papua New Guinea,2003,6.79231045,
Papua New Guinea,2003,6.79231045,
Papua New Guinea,2004,8.39248669,
Papua New Guinea,2004,8.39248669,
Papua New Guinea,2005,6.41591818,
Papua New Guinea,2005,6.41591818,
Papua New Guinea,2006,5.91902791,
Papua New Guinea,2006,5.91902791,
Papua New Guinea,2007,4.03723822,
Papua New Guinea,2007,4.03723822,
Papua New Guinea,2008,4.05603415,
Papua New Guinea,2008,4.05603415,
Papua New Guinea,2009,4.35763089,
Papua New Guinea,2009,4.35763089,
Papua New Guinea,2010,4.17576533,
Papua New Guinea,2010,4.17576533,
Papua New Guinea,2011,4.94295908,
Papua New Guinea,2011,4.94295908,
Papua New Guinea,2012,4.55003511,
Papua New Guinea,2012,4.55003511,
Papua New Guinea,2013,4.7785428,
Papua New Guinea,2013,4.7785428,
Paraguay,2003,5.98546934,
Paraguay,2004,5.77699347,
Paraguay,2005,6.07399547,
Paraguay,2006,6.42732062,
Paraguay,2007,6.4115059,
Paraguay,2008,7.06394059,
Paraguay,2009,9.13992194,
Paraguay,2010,9.10170096,
Paraguay,2011,9.4235562,
Paraguay,2012,10.33407449,
Paraguay,2013,10.49411979,
Peru,2003,4.5988428,
Peru,2004,4.56192538,
Peru,2005,4.71800204,
Peru,2006,4.46819608,
Peru,2007,4.59945033,
Peru,2008,4.72994861,
Peru,2009,5.36154745,
Peru,2010,5.03167838,
Peru,2011,4.92714048,
Peru,2012,5.17591754,
Peru,2013,5.23182008,
Philippines,2003,3.24713196,
Philippines,2004,3.22814859,
Philippines,2005,3.9138542,
Philippines,2006,3.95164594,
Philippines,2007,3.94034192,
Philippines,2008,4.04747517,
Philippines,2009,4.41043729,
Philippines,2010,4.37397274,
Philippines,2011,4.28992635,
Philippines,2012,4.45815444,
Philippines,2013,4.55778632,
Poland,2003,6.2217914,
Poland,2004,6.18540158,
Poland,2005,6.20353532,
Poland,2006,6.1706712,
Poland,2007,6.27954647,
Poland,2008,6.87653481,
Poland,2009,7.12088233,
Poland,2010,6.88449165,
Poland,2011,6.7023798,
Poland,2012,6.61772998,
Poland,2013,6.4042609,
Portugal,2003,9.54101957,
Portugal,2004,9.83769679,
Portugal,2005,9.97647249,
Portugal,2006,9.67265428,
Portugal,2007,9.61953682,
Portugal,2008,9.89868879,
Portugal,2009,10.41844886,
Portugal,2010,10.43672755,
Portugal,2011,10.06864127,
Portugal,2012,9.74360978,
Portugal,2013,9.55334024,
Qatar,2003,4.14216222,
Qatar,2004,3.60739107,
Qatar,2005,3.01330669,
Qatar,2006,2.58341286,
Qatar,2007,2.31281695,
Qatar,2008,1.87470035,
Qatar,2009,2.63380793,
Qatar,2010,2.09267664,
Qatar,2011,1.92658264,
Qatar,2012,2.15608952,
Qatar,2013,2.14592773,
Romania,2003,5.29882356,
Romania,2004,5.43201221,
Romania,2005,5.46905767,
Romania,2006,5.05987966,
Romania,2007,5.21089978,
Romania,2008,5.33489757,
Romania,2009,5.55959499,
Romania,2010,5.83283431,
Romania,2011,5.52618204,
Romania,2012,5.47833245,
Romania,2013,5.59558777,
Rwanda,2003,6.34215334,
Rwanda,2004,6.24465499,
Rwanda,2005,6.83378867,
Rwanda,2006,10.01649788,
Rwanda,2007,8.49068054,
Rwanda,2008,7.66066411,
Rwanda,2009,7.20190506,
Rwanda,2010,7.90988034,
Rwanda,2011,7.71014085,
Rwanda,2012,7.67761838,
Rwanda,2013,7.6883653,
Saint Kitts and Nevis,2003,4.94841062,
Saint Kitts and Nevis,2004,4.72913659,
Saint Kitts and Nevis,2005,4.80077315,
Saint Kitts and Nevis,2006,5.45901566,
Saint Kitts and Nevis,2007,5.29182061,
Saint Kitts and Nevis,2008,5.91390479,
Saint Kitts and Nevis,2009,5.00208583,
Saint Kitts and Nevis,2010,5.49998123,
Saint Kitts and Nevis,2011,5.88112635,
Saint Kitts and Nevis,2012,5.78722052,
Saint Kitts and Nevis,2013,6.13575203,
Saint Lucia,2003,6.10343642,
Saint Lucia,2004,6.19944529,
Saint Lucia,2005,6.24652588,
Saint Lucia,2006,6.37266722,
Saint Lucia,2007,6.8131974,
Saint Lucia,2008,7.43456753,
Saint Lucia,2009,8.11908183,
Saint Lucia,2010,8.09611928,
Saint Lucia,2011,7.58420617,
Saint Lucia,2012,8.34772855,
Saint Lucia,2013,7.85441263,
Saint Vincent and the Grenadines,2003,3.90559599,
Saint Vincent and the Grenadines,2004,3.72254162,
Saint Vincent and the Grenadines,2005,3.65905803,
Saint Vincent and the Grenadines,2006,3.88350892,
Saint Vincent and the Grenadines,2007,3.92014582,
Saint Vincent and the Grenadines,2008,4.69654243,
Saint Vincent and the Grenadines,2009,5.13037013,
Saint Vincent and the Grenadines,2010,4.70791229,
Saint Vincent and the Grenadines,2011,4.99199565,
Saint Vincent and the Grenadines,2012,8.47719837,
Saint Vincent and the Grenadines,2013,5.2086,
Samoa,2003,4.70708479,
Samoa,2004,4.44716302,
Samoa,2005,4.4674683,
Samoa,2006,4.67689122,
Samoa,2007,5.25092298,
Samoa,2008,4.51961091,
Samoa,2009,5.04306066,
Samoa,2010,5.70478027,
Samoa,2011,5.79833054,
Samoa,2012,5.01570584,
Samoa,2013,6.90784194,
San Marino,2003,4.25442586,
San Marino,2004,4.17137933,
San Marino,2005,4.08634536,
San Marino,2006,3.85005378,
San Marino,2007,3.87083755,
San Marino,2008,3.94560934,
San Marino,2009,4.57007456,
San Marino,2010,5.01688731,
San Marino,2011,5.71712772,
San Marino,2012,6.28075946,
San Marino,2013,6.04907828,
Sao Tome and Principe,2003,11.1180666,
Sao Tome and Principe,2004,9.93609895,
Sao Tome and Principe,2005,10.03778171,
Sao Tome and Principe,2006,7.84085755,
Sao Tome and Principe,2007,7.43878143,
Sao Tome and Principe,2008,5.66213472,
Sao Tome and Principe,2009,6.6527575,
Sao Tome and Principe,2010,5.24180131,
Sao Tome and Principe,2011,5.44255012,
Sao Tome and Principe,2012,8.60347569,
Sao Tome and Principe,2013,9.76121412,
Saudi Arabia,2003,4.01870035,
Saudi Arabia,2004,3.5839803,
Saudi Arabia,2005,3.4187517,
Saudi Arabia,2006,3.54970413,
Saudi Arabia,2007,3.48745137,
Saudi Arabia,2008,2.87015066,
Saudi Arabia,2009,4.08644859,
Saudi Arabia,2010,3.49296819,
Saudi Arabia,2011,3.56571403,
Saudi Arabia,2012,3.86342862,
Saudi Arabia,2013,4.24536506,
Senegal,2003,5.39898595,
Senegal,2004,5.68098678,
Senegal,2005,5.35462391,
Senegal,2006,5.4435566,
Senegal,2007,4.72179722,
Senegal,2008,4.93514752,
Senegal,2009,4.8075596,
Senegal,2010,4.62149151,
Senegal,2011,4.41690185,
Senegal,2012,4.31118548,
Senegal,2013,4.51055336,
Seychelles,2003,4.64427154,
Seychelles,2004,4.17338663,
Seychelles,2005,3.90758098,
Seychelles,2006,3.72881909,
Seychelles,2007,3.30160537,
Seychelles,2008,2.6367745,
Seychelles,2009,2.63590921,
Seychelles,2010,3.59400354,
Seychelles,2011,3.38253043,
Seychelles,2012,4.08323853,
Seychelles,2013,3.57848961,
Sierra Leone,2003,11.69246204,
Sierra Leone,2004,11.66277367,
Sierra Leone,2005,12.24678485,
Sierra Leone,2006,10.67789154,
Sierra Leone,2007,10.1169446,
Sierra Leone,2008,10.29246346,
Sierra Leone,2009,13.13439594,
Sierra Leone,2010,10.31962615,
Sierra Leone,2011,11.98498249,
Sierra Leone,2012,11.23526449,
Sierra Leone,2013,11.58532421,
Singapore,2003,3.62564229,
Singapore,2004,3.17368627,
Singapore,2005,3.7437377,
Singapore,2006,3.65590488,
Singapore,2007,3.45830706,
Singapore,2008,3.91164646,
Singapore,2009,4.27307275,
Singapore,2010,3.95624757,
Singapore,2011,3.93233174,
Singapore,2012,4.22285179,
Singapore,2013,4.52704132,
Slovakia,2003,5.81850192,
Slovakia,2004,7.21098106,
Slovakia,2005,7.04485118,
Slovakia,2006,7.34768079,
Slovakia,2007,7.75529417,
Slovakia,2008,8.0208281,
Slovakia,2009,9.15199445,
Slovakia,2010,8.50861648,
Slovakia,2011,7.95706221,
Slovakia,2012,8.14522055,
Slovakia,2013,8.00422824,
Slovenia,2003,8.76732486,
Slovenia,2004,8.46523245,
Slovenia,2005,8.49586245,
Slovenia,2006,8.41787985,
Slovenia,2007,7.98322378,
Slovenia,2008,8.46557039,
Slovenia,2009,9.37871271,
Slovenia,2010,9.06859821,
Slovenia,2011,9.0771408,
Slovenia,2012,9.36723766,
Slovenia,2013,9.29292245,
Solomon Islands,2003,6.00398587,
Solomon Islands,2004,5.64064416,
Solomon Islands,2005,7.83435685,
Solomon Islands,2006,6.6640115,
Solomon Islands,2007,6.42147919,
Solomon Islands,2008,5.97100604,
Solomon Islands,2009,7.92179206,
Solomon Islands,2010,7.46783612,
Solomon Islands,2011,5.08309566,
Solomon Islands,2012,5.48036406,
Solomon Islands,2013,5.42167209,
South Africa,2003,8.25734824,
South Africa,2004,7.92666753,
South Africa,2005,7.76856193,
South Africa,2006,7.56779385,
South Africa,2007,7.53305757,
South Africa,2008,7.74694468,
South Africa,2009,8.38628739,
South Africa,2010,8.5041601,
South Africa,2011,8.61362713,
South Africa,2012,8.79451471,
South Africa,2013,8.77541891,
South Sudan,2012,2.7738404,
South Sudan,2013,2.61923747,
Spain,2003,7.98814212,
Spain,2004,8.04569615,
Spain,2005,8.11898424,
Spain,2006,8.23258934,
Spain,2007,8.35762244,
Spain,2008,8.80496468,
Spain,2009,9.52140118,
Spain,2010,9.55574089,
Spain,2011,9.47835693,
Spain,2012,9.38884953,
Spain,2013,9.09572402,
Sri Lanka,2003,3.9535948,
Sri Lanka,2004,4.28272642,
Sri Lanka,2005,4.06081747,
Sri Lanka,2006,4.06216396,
Sri Lanka,2007,3.75875181,
Sri Lanka,2008,3.44475072,
Sri Lanka,2009,3.36899956,
Sri Lanka,2010,3.43256993,
Sri Lanka,2011,3.2814775,
Sri Lanka,2012,3.20966147,
Sri Lanka,2013,3.67699093,
Sudan,2003,3.17703293,
Sudan,2004,3.39271563,
Sudan,2005,3.1765208,
Sudan,2006,3.92670182,
Sudan,2007,4.72342094,
Sudan,2008,8.16712987,
Sudan,2009,8.0387379,
Sudan,2010,7.96507777,
Sudan,2011,8.02944311,
Sudan,2012,8.20038881,
Sudan,2013,8.42182058,
Suriname,2003,6.62355609,
Suriname,2004,6.87614002,
Suriname,2005,6.7755102,
Suriname,2006,6.21722335,
Suriname,2007,5.92394468,
Suriname,2008,5.92226887,
Suriname,2009,6.13576782,
Suriname,2010,5.80511399,
Suriname,2011,5.93024378,
Suriname,2012,6.08716678,
Suriname,2013,5.96477182,
Swaziland,2003,5.70622138,
Swaziland,2004,5.88376476,
Swaziland,2005,6.79799069,
Swaziland,2006,6.81322502,
Swaziland,2007,7.0494846,
Swaziland,2008,8.19474448,
Swaziland,2009,8.46365405,
Swaziland,2010,8.46995395,
Swaziland,2011,8.61329306,
Swaziland,2012,8.75829595,
Swaziland,2013,9.65813772,
Sweden,2003,9.31003467,
Sweden,2004,9.08797098,
Sweden,2005,9.06150305,
Sweden,2006,8.94799761,
Sweden,2007,8.91722313,
Sweden,2008,9.22835422,
Sweden,2009,9.93895273,
Sweden,2010,9.46876598,
Sweden,2011,11.70251308,
Sweden,2012,11.80240408,
Sweden,2013,11.96648921,
Switzerland,2003,10.933913,
Switzerland,2004,10.96120293,
Switzerland,2005,10.86294204,
Switzerland,2006,10.38772207,
Switzerland,2007,10.20985654,
Switzerland,2008,10.2889506,
Switzerland,2009,11.00053859,
Switzerland,2010,11.07054472,
Switzerland,2011,11.21213823,
Switzerland,2012,11.58918948,
Switzerland,2013,11.70740988,
Tajikistan,2003,4.46175837,
Tajikistan,2004,5.07023451,
Tajikistan,2005,5.88684129,
Tajikistan,2006,5.70209357,
Tajikistan,2007,5.34661226,
Tajikistan,2008,5.58479823,
Tajikistan,2009,5.92820612,
Tajikistan,2010,6.04279741,
Tajikistan,2011,5.98248817,
Tajikistan,2012,6.39187459,
Tajikistan,2013,6.75199215,
Thailand,2003,3.58195153961161,
Thailand,2004,3.51401499905385,
Thailand,2005,3.54852822395601,
Thailand,2006,3.49340077723995,
Thailand,2007,3.5641741768548,
Thailand,2008,3.92353575246028,
Thailand,2009,4.11247893198855,
Thailand,2010,3.80909637093027,
Thailand,2011,4.11984591467243,
