Entity,Code,Year, (% of GDP)
Thailand,2012,4.16954890790603,
Thailand,2013,4.00404729300765,
Togo,2003,4.99880284,
Togo,2004,5.06130245,
Togo,2005,5.17180825,
Togo,2006,5.56021357,
Togo,2007,5.54708083,
Togo,2008,5.73187263,
Togo,2009,6.63672007,
Togo,2010,5.36773553,
Togo,2011,5.20927104,
Togo,2012,5.11056848,
Togo,2013,5.11926485,
Tonga,2003,5.08974932,
Tonga,2004,4.87078703,
Tonga,2005,6.52379264,
Tonga,2006,5.60594356,
Tonga,2007,5.81765428,
Tonga,2008,5.12973873,
Tonga,2009,4.66848316,
Tonga,2010,4.59400374,
Tonga,2011,4.06038924,
Tonga,2012,4.51094427,
Tonga,2013,4.98418762,
Trinidad and Tobago,2003,5.12558072,
Trinidad and Tobago,2004,5.2241969,
Trinidad and Tobago,2005,5.31033616,
Trinidad and Tobago,2006,4.48975901,
Trinidad and Tobago,2007,4.82306179,
Trinidad and Tobago,2008,4.3981753,
Trinidad and Tobago,2009,6.47087206,
Trinidad and Tobago,2010,5.28531009,
Trinidad and Tobago,2011,5.05638554,
Trinidad and Tobago,2012,5.78214255,
Trinidad and Tobago,2013,5.98343264,
Tunisia,2003,5.35778086,
Tunisia,2004,5.62538521,
Tunisia,2005,5.56702876,
Tunisia,2006,5.64434473,
Tunisia,2007,5.64191897,
Tunisia,2008,5.6286516,
Tunisia,2009,6.18404687,
Tunisia,2010,6.54360565,
Tunisia,2011,7.15464127,
Tunisia,2012,7.17870481,
Tunisia,2013,7.26466474,
Turkey,2003,5.33861757,
Turkey,2004,5.37016598,
Turkey,2005,5.44880157,
Turkey,2006,5.81085626,
Turkey,2007,6.03715628,
Turkey,2008,6.07447864,
Turkey,2009,6.07952123,
Turkey,2010,5.61321761,
Turkey,2011,5.28676115,
Turkey,2012,5.2363833,
Turkey,2013,5.384456,
Turkmenistan,2003,3.85321101,
Turkmenistan,2004,4.03345977,
Turkmenistan,2005,3.51024521,
Turkmenistan,2006,2.90279089,
Turkmenistan,2007,2.15851852,
Turkmenistan,2008,1.9252072,
Turkmenistan,2009,1.88168599,
Turkmenistan,2010,1.98723852,
Turkmenistan,2011,1.98105412,
Turkmenistan,2012,1.96187546,
Turkmenistan,2013,2.12069027,
Tuvalu,2003,21.88030831,
Tuvalu,2004,16.93131245,
Tuvalu,2005,18.41012845,
Tuvalu,2006,19.37748443,
Tuvalu,2007,16.99930755,
Tuvalu,2008,13.42532962,
Tuvalu,2009,12.8212381,
Tuvalu,2010,16.75279266,
Tuvalu,2011,16.97994463,
Tuvalu,2012,13.77340665,
Tuvalu,2013,16.61044357,
Uganda,2003,7.5364715,
Uganda,2004,8.89591147,
Uganda,2005,9.36187998,
Uganda,2006,9.86250092,
Uganda,2007,9.76286949,
Uganda,2008,9.10394727,
Uganda,2009,8.42938791,
Uganda,2010,11.02478546,
Uganda,2011,9.08972092,
Uganda,2012,7.58352882,
Uganda,2013,7.47352248,
Ukraine,2003,6.93362184,
Ukraine,2004,6.60913962,
Ukraine,2005,6.41043647,
Ukraine,2006,6.39231981,
Ukraine,2007,6.35521436,
Ukraine,2008,6.63441822,
Ukraine,2009,7.79946242,
Ukraine,2010,7.80753352,
Ukraine,2011,6.98430531,
Ukraine,2012,7.46947303,
Ukraine,2013,7.66658213,
United Arab Emirates,2003,2.64640737,
United Arab Emirates,2004,2.46216142,
United Arab Emirates,2005,2.32021865,
United Arab Emirates,2006,2.32534364,
United Arab Emirates,2007,2.56564188,
United Arab Emirates,2008,2.92853487,
United Arab Emirates,2009,4.04992386,
United Arab Emirates,2010,3.92945183,
United Arab Emirates,2011,3.7038587,
United Arab Emirates,2012,3.44599956,
United Arab Emirates,2013,3.48564353,
United Kingdom,2003,7.81211385,
United Kingdom,2004,7.97890281,
United Kingdom,2005,8.23536912,
United Kingdom,2006,8.36326097,
United Kingdom,2007,8.41613855,
United Kingdom,2008,8.85089693,
United Kingdom,2009,9.80995593,
United Kingdom,2010,9.50702943,
United Kingdom,2011,9.33870027,
United Kingdom,2012,9.41083326,
United Kingdom,2013,9.33908653,
United States,2003,15.05869771,
United States,2004,15.13565701,
United States,2005,15.15399054,
United States,2006,15.2700426,
United States,2007,15.56604376,
United States,2008,16.02261006,
United States,2009,16.99914257,
United States,2010,17.0167582,
United States,2011,17.05713122,
United States,2012,17.01736133,
United States,2013,16.89772211,
Uruguay,2003,6.51517001,
Uruguay,2004,11.58763842,
Uruguay,2005,11.1496572,
Uruguay,2006,11.17178456,
Uruguay,2007,8.22815252,
Uruguay,2008,8.17280036,
Uruguay,2009,8.78469846,
Uruguay,2010,8.62826624,
Uruguay,2011,8.55410488,
Uruguay,2012,8.7407876,
Uruguay,2013,8.67769884,
Uzbekistan,2003,5.16997656,
Uzbekistan,2004,5.11436038,
Uzbekistan,2005,5.11296685,
Uzbekistan,2006,5.49300901,
Uzbekistan,2007,5.81239577,
Uzbekistan,2008,5.92163254,
Uzbekistan,2009,6.31487791,
Uzbekistan,2010,5.34396144,
Uzbekistan,2011,5.64815804,
Uzbekistan,2012,6.49281819,
Uzbekistan,2013,6.31652519,
Vanuatu,2003,4.01906287,
Vanuatu,2004,4.11663165,
Vanuatu,2005,3.86851559,
Vanuatu,2006,3.96261637,
Vanuatu,2007,3.67007251,
Vanuatu,2008,3.66361488,
Vanuatu,2009,3.90267183,
Vanuatu,2010,4.71116665,
Vanuatu,2011,3.84552673,
Vanuatu,2012,3.70249939,
Vanuatu,2013,3.92031081,
Venezuela,2003,4.93347186,
Venezuela,2004,4.77964216,
Venezuela,2005,4.6940286,
Venezuela,2006,4.85046028,
Venezuela,2007,5.25316087,
Venezuela,2008,3.98047064,
Venezuela,2009,5.81361503,
Venezuela,2010,5.03666547,
Venezuela,2011,5.2449473,
Venezuela,2012,4.80160508,
Venezuela,2013,4.93680816,
Vietnam,2003,4.83899044,
Vietnam,2004,5.08710719,
Vietnam,2005,5.37666261,
Vietnam,2006,5.56258599,
Vietnam,2007,6.0923572,
Vietnam,2008,5.52834177,
Vietnam,2009,6.0398131,
Vietnam,2010,6.36084929,
Vietnam,2011,6.2016319,
Vietnam,2012,6.96358104,
Vietnam,2013,7.16550866,
Yemen,2003,5.00406928,
Yemen,2004,4.8988836,
Yemen,2005,4.5804801,
Yemen,2006,4.81712889,
Yemen,2007,4.91766097,
Yemen,2008,5.11744651,
Yemen,2009,5.31633725,
Yemen,2010,5.17144739,
Yemen,2011,5.0414585,
Yemen,2012,5.73349373,
Yemen,2013,5.77556499,
Zambia,2003,8.17601711,
Zambia,2004,7.32536011,
Zambia,2005,7.55610861,
Zambia,2006,6.10709037,
Zambia,2007,4.36579232,
Zambia,2008,4.8719934,
Zambia,2009,4.72867894,
Zambia,2010,4.40728156,
Zambia,2011,4.262571,
Zambia,2012,4.91328998,
Zambia,2013,4.99279017,
Zimbabwe,2003,6.51500899,
Zimbabwe,2004,7.13051837,
Zimbabwe,2005,6.43560337,
Zimbabwe,2006,5.1241363,
Zimbabwe,2007,4.47385581,
Zimbabwe,2008,4.95530438,
Zimbabwe,2009,6.25858308,
Zimbabwe,2010,5.37316536,
Zimbabwe,2011,6.30657418,
Zimbabwe,2012,6.68618346,
Zimbabwe,2013,6.88119338,
