Entity, Code, Year,us,international
Zambia,ZMB,2007,1104.587985,2589.897156
Zambia,ZMB,2008,1369.068249,2768.423449
Zambia,ZMB,2009,1139.110233,2961.99056
Zambia,ZMB,2010,1463.213573,3212.941881
Zambia,ZMB,2011,1644.619672,3361.112069
Zambia,ZMB,2012,1734.930612,3574.05852
Zambia,ZMB,2013,1850.793359,3701.392674
Zimbabwe,ZWE,2003,453.3511552,1601.597426
Zimbabwe,ZWE,2004,454.3606654,1532.64379
Zimbabwe,ZWE,2005,444.7605075,1472.877759
Zimbabwe,ZWE,2006,414.796232,1445.005143
Zimbabwe,ZWE,2007,396.9982166,1407.216442
Zimbabwe,ZWE,2008,325.6785703,1161.389245
Zimbabwe,ZWE,2009,605.824121,1248.901134
Zimbabwe,ZWE,2010,713.6035062,1430.860889
Zimbabwe,ZWE,2011,839.0927936,1663.456376
Zimbabwe,ZWE,2012,955.648466,1882.237978
Zimbabwe,ZWE,2013,1011.227396,1967.474077
