Entity,Year,Life expectancy
Malawi,2003,47.842999
Malawi,2004,48.735001
Malawi,2005,49.846001
Malawi,2006,51.162998
Malawi,2007,52.630001
Malawi,2008,54.176998
Malawi,2009,55.744999
Malawi,2010,57.263
Malawi,2011,58.667
Malawi,2012,59.926998
Malawi,2013,61.02
Malaysia,2003,73.241997
Malaysia,2004,73.356003
Malaysia,2005,73.462997
Malaysia,2006,73.577003
Malaysia,2007,73.704002
Malaysia,2008,73.851997
Malaysia,2009,74.022003
Malaysia,2010,74.209999
Malaysia,2011,74.407997
Malaysia,2012,74.606003
Malaysia,2013,74.796997
Maldives,2003,72.602997
Maldives,2004,73.417999
Maldives,2005,74.151001
Maldives,2006,74.771004
Maldives,2007,75.268997
Maldives,2008,75.648003
Maldives,2009,75.919998
Maldives,2010,76.112
Maldives,2011,76.259003
Maldives,2012,76.401001
Maldives,2013,76.570999
Mali,2003,50.373001
Mali,2004,51.223999
Mali,2005,52.056999
Mali,2006,52.839001
Mali,2007,53.553001
Mali,2008,54.193001
Mali,2009,54.756001
Mali,2010,55.249001
Mali,2011,55.694
Mali,2012,56.122002
Mali,2013,56.556
Malta,2003,78.578003
Malta,2004,78.764
Malta,2005,78.947998
Malta,2006,79.130997
Malta,2007,79.313004
Malta,2008,79.494003
Malta,2009,79.672997
Malta,2010,79.849998
Malta,2011,80.025002
Malta,2012,80.195999
Malta,2013,80.364998
Martinique,2003,79.065002
Martinique,2004,79.320999
Martinique,2005,79.561996
Martinique,2006,79.790001
Martinique,2007,80.011002
Martinique,2008,80.226997
Martinique,2009,80.442001
Martinique,2010,80.658997
Martinique,2011,80.878998
Martinique,2012,81.101997
Martinique,2013,81.325996
Mauritania,2003,60.381001
Mauritania,2004,60.539001
Mauritania,2005,60.729
Mauritania,2006,60.952
Mauritania,2007,61.199001
Mauritania,2008,61.460999
Mauritania,2009,61.73
Mauritania,2010,61.997002
Mauritania,2011,62.252998
Mauritania,2012,62.492001
Mauritania,2013,62.710999
Mauritius,2003,72.061996
Mauritius,2004,72.272003
Mauritius,2005,72.445999
Mauritius,2006,72.603996
Mauritius,2007,72.773003
Mauritius,2008,72.970001
Mauritius,2009,73.197998
Mauritius,2010,73.449997
Mauritius,2011,73.711998
Mauritius,2012,73.964996
Mauritius,2013,74.194
Mayotte,2003,76.625999
Mayotte,2004,76.929001
Mayotte,2005,77.228996
Mayotte,2006,77.525002
Mayotte,2007,77.819
Mayotte,2008,78.110001
Mayotte,2009,78.396004
Mayotte,2010,78.675003
Mayotte,2011,78.945
Mayotte,2012,79.204002
Mayotte,2013,79.450996
Mexico,2003,75.001999
Mexico,2004,75.18
Mexico,2005,75.347
Mexico,2006,75.504997
Mexico,2007,75.655998
Mexico,2008,75.802002
Mexico,2009,75.947998
Mexico,2010,76.096001
Mexico,2011,76.250999
Mexico,2012,76.412003
Mexico,2013,76.579002
Mongolia,2003,64.230003
Mongolia,2004,64.670998
Mongolia,2005,65.103996
Mongolia,2006,65.539001
Mongolia,2007,65.987
Mongolia,2008,66.448997
Mongolia,2009,66.919998
Mongolia,2010,67.383003
Mongolia,2011,67.82
Mongolia,2012,68.214996
Mongolia,2013,68.557999
Morocco,2003,70.295998
Morocco,2004,70.873001
Morocco,2005,71.456001
Morocco,2006,72.028999
Morocco,2007,72.580002
Morocco,2008,73.097
Morocco,2009,73.571999
Morocco,2010,73.999001
Morocco,2011,74.376999
Morocco,2012,74.717003
Morocco,2013,75.026001
Mozambique,2003,50.007
Mozambique,2004,50.662998
Mozambique,2005,51.362
Mozambique,2006,52.078999
Mozambique,2007,52.785
Mozambique,2008,53.459
Mozambique,2009,54.096001
Mozambique,2010,54.700001
Mozambique,2011,55.287998
Mozambique,2012,55.877998
Mozambique,2013,56.483002
Myanmar,2003,63.046001
Myanmar,2004,63.323002
Myanmar,2005,63.597
Myanmar,2006,63.880001
Myanmar,2007,64.181
Myanmar,2008,64.500999
Myanmar,2009,64.837997
Myanmar,2010,65.178001
Myanmar,2011,65.505997
Myanmar,2012,65.805
Myanmar,2013,66.066002
Namibia,2003,53.693001
Namibia,2004,53.48
Namibia,2005,53.563
Namibia,2006,53.983002
Namibia,2007,54.712002
Namibia,2008,55.696999
Namibia,2009,56.882999
Namibia,2010,58.188999
Namibia,2011,59.527
Namibia,2012,60.814999
Namibia,2013,61.981998
Nepal,2003,64.375999
Nepal,2004,64.973
Nepal,2005,65.537003
Nepal,2006,66.066002
Nepal,2007,66.565002
Nepal,2008,67.036003
Nepal,2009,67.484001
Nepal,2010,67.914001
Nepal,2011,68.329002
Nepal,2012,68.732002
Nepal,2013,69.125999
Netherlands,2003,78.836998
Netherlands,2004,79.110001
Netherlands,2005,79.401001
Netherlands,2006,79.702003
Netherlands,2007,80.000999
Netherlands,2008,80.287003
Netherlands,2009,80.554001
Netherlands,2010,80.796997
Netherlands,2011,81.014
Netherlands,2012,81.209999
Netherlands,2013,81.389
New Caledonia,2003,74.176003
New Caledonia,2004,74.403
New Caledonia,2005,74.625
New Caledonia,2006,74.845001
New Caledonia,2007,75.064003
New Caledonia,2008,75.283997
New Caledonia,2009,75.502998
New Caledonia,2010,75.721001
New Caledonia,2011,75.938004
New Caledonia,2012,76.150002
New Caledonia,2013,76.358002
New Zealand,2003,79.199997
New Zealand,2004,79.473999
New Zealand,2005,79.734001
New Zealand,2006,79.980003
New Zealand,2007,80.213997
New Zealand,2008,80.438004
New Zealand,2009,80.653
New Zealand,2010,80.857002
New Zealand,2011,81.050003
New Zealand,2012,81.232002
New Zealand,2013,81.404999
Nicaragua,2003,71.116997
Nicaragua,2004,71.537003
Nicaragua,2005,71.934998
Nicaragua,2006,72.313004
Nicaragua,2007,72.677002
Nicaragua,2008,73.028
Nicaragua,2009,73.369003
Nicaragua,2010,73.698997
Nicaragua,2011,74.015999
Nicaragua,2012,74.319
Nicaragua,2013,74.608002
Niger,2003,51.77
Niger,2004,52.436001
Niger,2005,53.126999
Niger,2006,53.848999
Niger,2007,54.592999
Niger,2008,55.349998
Niger,2009,56.105
Niger,2010,56.838001
Niger,2011,57.528
Niger,2012,58.16
Niger,2013,58.727001
Nigeria,2003,47.240002
Nigeria,2003,47.240002
Nigeria,2004,47.716999
Nigeria,2004,47.716999
Nigeria,2005,48.245998
Nigeria,2005,48.245998
Nigeria,2006,48.801998
Nigeria,2006,48.801998
Nigeria,2007,49.355999
Nigeria,2007,49.355999
Nigeria,2008,49.887001
Nigeria,2008,49.887001
Nigeria,2009,50.384998
Nigeria,2009,50.384998
Nigeria,2010,50.847
Nigeria,2010,50.847
Nigeria,2011,51.278999
Nigeria,2011,51.278999
Nigeria,2012,51.699001
Nigeria,2012,51.699001
Nigeria,2013,52.120998
Nigeria,2013,52.120998
Norway,2003,79.473999
Norway,2004,79.720001
Norway,2005,79.971001
Norway,2006,80.222
Norway,2007,80.468002
Norway,2008,80.705002
Norway,2009,80.93
Norway,2010,81.139999
Norway,2011,81.334999
Norway,2012,81.517998
Norway,2013,81.691002
Oman,2003,73.446999
Oman,2004,73.850998
Oman,2005,74.231003
Oman,2006,74.580002
Oman,2007,74.898003
Oman,2008,75.188004
Oman,2009,75.450996
Oman,2010,75.694
Oman,2011,75.921997
Oman,2012,76.140999
Oman,2013,76.358002
Pakistan,2003,63.414001
Pakistan,2004,63.625
Pakistan,2005,63.835999
Pakistan,2006,64.059998
Pakistan,2007,64.303001
Pakistan,2008,64.565002
Pakistan,2009,64.845001
Pakistan,2010,65.134003
Pakistan,2011,65.418999
Pakistan,2012,65.685997
Pakistan,2013,65.927002
Panama,2003,75.613998
Panama,2004,75.781998
Panama,2005,75.946999
Panama,2006,76.113998
Panama,2007,76.285004
Panama,2008,76.459999
Panama,2009,76.640999
Panama,2010,76.828003
Panama,2011,77.021004
Panama,2012,77.216003
Panama,2013,77.413002
Papua New Guinea,2003,62.784
Papua New Guinea,2003,62.784
Papua New Guinea,2004,63.112999
Papua New Guinea,2004,63.112999
Papua New Guinea,2005,63.432999
Papua New Guinea,2005,63.432999
Papua New Guinea,2006,63.733002
Papua New Guinea,2006,63.733002
Papua New Guinea,2007,64.005997
Papua New Guinea,2007,64.005997
Papua New Guinea,2008,64.247002
Papua New Guinea,2008,64.247002
Papua New Guinea,2009,64.455002
Papua New Guinea,2009,64.455002
Papua New Guinea,2010,64.634003
Papua New Guinea,2010,64.634003
Papua New Guinea,2011,64.791
Papua New Guinea,2011,64.791
Papua New Guinea,2012,64.936996
Papua New Guinea,2012,64.936996
Papua New Guinea,2013,65.082001
Papua New Guinea,2013,65.082001
Paraguay,2003,70.837997
Paraguay,2004,71.067001
Paraguay,2005,71.280998
Paraguay,2006,71.485001
Paraguay,2007,71.685997
Paraguay,2008,71.887001
Paraguay,2009,72.088997
Paraguay,2010,72.285004
Paraguay,2011,72.470001
Paraguay,2012,72.638
Paraguay,2013,72.786003
Peru,2003,71.783997
Peru,2004,72.146004
Peru,2005,72.473
Peru,2006,72.764
Peru,2007,73.023003
Peru,2008,73.258003
Peru,2009,73.474998
Peru,2010,73.681
Peru,2011,73.883003
Peru,2012,74.087997
Peru,2013,74.297997
Philippines,2003,67.555
Philippines,2004,67.669998
Philippines,2005,67.782997
Philippines,2006,67.891998
Philippines,2007,68
Philippines,2008,68.105003
Philippines,2009,68.210999
Philippines,2010,68.32
Philippines,2011,68.432999
Philippines,2012,68.553001
Philippines,2013,68.68
Poland,2003,74.652
Poland,2004,74.894997
Poland,2005,75.112
Poland,2006,75.319
Poland,2007,75.532997
Poland,2008,75.764999
Poland,2009,76.017998
Poland,2010,76.287003
Poland,2011,76.557999
Poland,2012,76.817001
Poland,2013,77.053001
Portugal,2003,77.763
Portugal,2004,78.114998
Portugal,2005,78.459999
Portugal,2006,78.793999
Portugal,2007,79.112
Portugal,2008,79.411003
Portugal,2009,79.689003
Portugal,2010,79.945999
Portugal,2011,80.183998
Portugal,2012,80.406998
Portugal,2013,80.620003
Puerto Rico,2003,76.843002
Puerto Rico,2004,77.114998
Puerto Rico,2005,77.356003
Puerto Rico,2006,77.580002
Puerto Rico,2007,77.803001
Puerto Rico,2008,78.037003
Puerto Rico,2009,78.285004
Puerto Rico,2010,78.544998
Puerto Rico,2011,78.809998
Puerto Rico,2012,79.068001
Puerto Rico,2013,79.311996
Qatar,2003,76.581001
Qatar,2004,76.667999
Qatar,2005,76.753998
Qatar,2006,76.843002
Qatar,2007,76.940002
Qatar,2008,77.049004
Qatar,2009,77.168999
Qatar,2010,77.301003
Qatar,2011,77.443001
Qatar,2012,77.589996
Qatar,2013,77.738998
Reunion,2003,76.970001
Reunion,2004,77.252998
Reunion,2005,77.531998
Reunion,2006,77.806999
Reunion,2007,78.082001
Reunion,2008,78.356003
Reunion,2009,78.627998
Reunion,2010,78.896004
Reunion,2011,79.156998
Reunion,2012,79.406998
Reunion,2013,79.646004
Romania,2003,71.566002
Romania,2004,71.924004
Romania,2005,72.269997
Romania,2006,72.610001
Romania,2007,72.957001
Romania,2008,73.313004
Romania,2009,73.674004
Romania,2010,74.026001
Romania,2011,74.357002
Romania,2012,74.653
Romania,2013,74.907997
Rwanda,2003,52.268002
Rwanda,2004,53.755001
Rwanda,2005,55.43
Rwanda,2006,57.219002
Rwanda,2007,58.971001
Rwanda,2008,60.564999
Rwanda,2009,61.962002
Rwanda,2010,63.139999
Rwanda,2011,64.106003
Rwanda,2012,64.911003
Rwanda,2013,65.598
Saint Lucia,2003,72.287003
Saint Lucia,2004,72.652
Saint Lucia,2005,73.028
Saint Lucia,2006,73.392998
Saint Lucia,2007,73.727997
Saint Lucia,2008,74.019997
Saint Lucia,2009,74.264999
Saint Lucia,2010,74.464996
Saint Lucia,2011,74.633003
Saint Lucia,2012,74.788002
Saint Lucia,2013,74.946999
Saint Vincent and the Grenadines,2003,70.846001
Saint Vincent and the Grenadines,2004,71.014
Saint Vincent and the Grenadines,2005,71.218002
Saint Vincent and the Grenadines,2006,71.445999
Saint Vincent and the Grenadines,2007,71.682999
Saint Vincent and the Grenadines,2008,71.914001
Saint Vincent and the Grenadines,2009,72.129997
Saint Vincent and the Grenadines,2010,72.327003
Saint Vincent and the Grenadines,2011,72.500999
Saint Vincent and the Grenadines,2012,72.656998
Saint Vincent and the Grenadines,2013,72.802002
Samoa,2003,70.314003
Samoa,2004,70.672997
Samoa,2005,71.051003
Samoa,2006,71.450996
Samoa,2007,71.865997
Samoa,2008,72.288002
Samoa,2009,72.709999
Samoa,2010,73.122002
Samoa,2011,73.513
Samoa,2012,73.875
Samoa,2013,74.206001
Sao Tome and Principe,2003,64.021004
Sao Tome and Principe,2004,64.321999
Sao Tome and Principe,2005,64.640999
Sao Tome and Principe,2006,64.956001
Sao Tome and Principe,2007,65.248001
Sao Tome and Principe,2008,65.5
Sao Tome and Principe,2009,65.709
Sao Tome and Principe,2010,65.875
Sao Tome and Principe,2011,66.008003
Sao Tome and Principe,2012,66.125
Sao Tome and Principe,2013,66.240997
Saudi Arabia,2003,72.947998
Saudi Arabia,2004,73.041
Saudi Arabia,2005,73.112
Saudi Arabia,2006,73.176003
Saudi Arabia,2007,73.245003
Saudi Arabia,2008,73.331001
Saudi Arabia,2009,73.440002
Saudi Arabia,2010,73.573997
Saudi Arabia,2011,73.730003
Saudi Arabia,2012,73.896004
Saudi Arabia,2013,74.066002
Senegal,2003,59.23
Senegal,2004,59.859001
Senegal,2005,60.541
Senegal,2006,61.263
Senegal,2007,62.007999
Senegal,2008,62.755001
Senegal,2009,63.485001
Senegal,2010,64.177002
Senegal,2011,64.814003
Senegal,2012,65.392998
Senegal,2013,65.914001
Seychelles,2003,72.122002
Seychelles,2004,72.202003
Seychelles,2005,72.267998
Seychelles,2006,72.322998
Seychelles,2007,72.375999
Seychelles,2008,72.433998
Seychelles,2009,72.503998
Seychelles,2010,72.592003
Seychelles,2011,72.703003
Seychelles,2012,72.835999
Seychelles,2013,72.989998
Sierra Leone,2003,41.668999
Sierra Leone,2004,42.66
Sierra Leone,2005,43.624001
Sierra Leone,2006,44.566002
Sierra Leone,2007,45.5
Sierra Leone,2008,46.431999
Sierra Leone,2009,47.348
Sierra Leone,2010,48.223999
Sierra Leone,2011,49.034
Sierra Leone,2012,49.762001
Sierra Leone,2013,50.401001
Singapore,2003,79.419998
Singapore,2004,79.824997
Singapore,2005,80.230003
Singapore,2006,80.619003
Singapore,2007,80.982002
Singapore,2008,81.311996
Singapore,2009,81.602997
Singapore,2010,81.856003
Singapore,2011,82.078003
Singapore,2012,82.279999
Singapore,2013,82.473
Slovakia,2003,73.882004
Slovakia,2004,74.069
Slovakia,2005,74.262001
Slovakia,2006,74.474998
Slovakia,2007,74.713997
Slovakia,2008,74.977997
Slovakia,2009,75.264
Slovakia,2010,75.559998
Slovakia,2011,75.848999
Slovakia,2012,76.115997
Slovakia,2013,76.350998
Slovenia,2003,76.859001
Slovenia,2004,77.209999
Slovenia,2005,77.581001
Slovenia,2006,77.969002
Slovenia,2007,78.364998
Slovenia,2008,78.761002
Slovenia,2009,79.146004
Slovenia,2010,79.509003
Slovenia,2011,79.839996
Slovenia,2012,80.133003
Slovenia,2013,80.389999
Solomon Islands,2003,64.971001
Solomon Islands,2004,65.549004
Solomon Islands,2005,66.103996
Solomon Islands,2006,66.635002
Solomon Islands,2007,67.147003
Solomon Islands,2008,67.640999
Solomon Islands,2009,68.117996
Solomon Islands,2010,68.571999
Solomon Islands,2011,69.000999
Solomon Islands,2012,69.400002
Solomon Islands,2013,69.771004
Somalia,2003,51.761002
Somalia,2004,52.042
Somalia,2005,52.344002
Somalia,2006,52.666
Somalia,2007,52.995998
Somalia,2008,53.323002
Somalia,2009,53.652
Somalia,2010,53.986
Somalia,2011,54.332001
Somalia,2012,54.694
Somalia,2013,55.071999
South Africa,2003,53.480999
South Africa,2004,52.877998
South Africa,2005,52.567001
South Africa,2006,52.613998
South Africa,2007,53.009998
South Africa,2008,53.720001
South Africa,2009,54.701
South Africa,2010,55.888
South Africa,2011,57.201
South Africa,2012,58.544998
South Africa,2013,59.830002
South Sudan,2003,50.393002
South Sudan,2004,50.782001
South Sudan,2005,51.189999
South Sudan,2006,51.626999
South Sudan,2007,52.095001
South Sudan,2008,52.591
South Sudan,2009,53.112999
South Sudan,2010,53.654999
South Sudan,2011,54.206001
South Sudan,2012,54.756001
South Sudan,2013,55.293999
Spain,2003,80.032997
Spain,2004,80.285004
Spain,2005,80.544998
Spain,2006,80.813004
Spain,2007,81.086998
Spain,2008,81.361
Spain,2009,81.634003
Spain,2010,81.898003
Spain,2011,82.149002
Spain,2012,82.385002
Spain,2013,82.602997
Sri Lanka,2003,73.127998
Sri Lanka,2004,73.593002
Sri Lanka,2005,73.896004
Sri Lanka,2006,74.058998
Sri Lanka,2007,74.143997
Sri Lanka,2008,74.207001
Sri Lanka,2009,74.269997
Sri Lanka,2010,74.351997
Sri Lanka,2011,74.461998
Sri Lanka,2012,74.593002
Sri Lanka,2013,74.740997
Sudan,2003,59.582001
Sudan,2004,59.993
Sudan,2005,60.416
Sudan,2006,60.854
Sudan,2007,61.299999
Sudan,2008,61.749001
Sudan,2009,62.193001
Sudan,2010,62.619999
Sudan,2011,63.019001
Sudan,2012,63.383999
Sudan,2013,63.712002
Suriname,2003,68.238998
Suriname,2004,68.480003
Suriname,2005,68.767998
Suriname,2006,69.088997
Suriname,2007,69.421997
Suriname,2008,69.749001
Suriname,2009,70.056999
Suriname,2010,70.334999
Suriname,2011,70.578003
Suriname,2012,70.790001
Suriname,2013,70.975998
Swaziland,2003,46.018002
Swaziland,2004,45.904999
Swaziland,2005,46.185001
Swaziland,2006,46.846001
Swaziland,2007,47.805
Swaziland,2008,48.969002
Swaziland,2009,50.259998
Swaziland,2010,51.598
Swaziland,2011,52.911999
Swaziland,2012,54.158001
Swaziland,2013,55.296001
Sweden,2003,80.235001
Sweden,2004,80.413002
Sweden,2005,80.596001
Sweden,2006,80.780998
Sweden,2007,80.963997
Sweden,2008,81.142998
Sweden,2009,81.317001
Sweden,2010,81.486
Sweden,2011,81.650002
Sweden,2012,81.813004
Sweden,2013,81.974998
Switzerland,2003,80.640999
Switzerland,2004,80.903999
Switzerland,2005,81.163002
Switzerland,2006,81.413002
Switzerland,2007,81.650002
Switzerland,2008,81.872002
Switzerland,2009,82.078003
Switzerland,2010,82.269997
Switzerland,2011,82.449997
Switzerland,2012,82.625
Switzerland,2013,82.796997
Tajikistan,2003,66.726997
Tajikistan,2004,67.163002
Tajikistan,2005,67.607002
Tajikistan,2006,68.052002
Tajikistan,2007,68.487
Tajikistan,2008,68.902
Tajikistan,2009,69.290001
Tajikistan,2010,69.643997
Tajikistan,2011,69.958
Tajikistan,2012,70.234001
Tajikistan,2013,70.476997
Thailand,2003,71.424004
Thailand,2004,71.775002
Thailand,2005,72.149002
Thailand,2006,72.533997
Thailand,2007,72.915001
Thailand,2008,73.278999
Thailand,2009,73.616997
Thailand,2010,73.922997
Thailand,2011,74.196999
Thailand,2012,74.445999
Thailand,2013,74.678001
Togo,2003,53.935001
Togo,2004,54.23
Togo,2005,54.598
Togo,2006,55.048
Togo,2007,55.577999
Togo,2008,56.174
Togo,2009,56.813999
Togo,2010,57.465
Togo,2011,58.091999
Togo,2012,58.667999
Togo,2013,59.174
Tonga,2003,71.228996
Tonga,2004,71.366997
Tonga,2005,71.503998
Tonga,2006,71.639
Tonga,2007,71.773003
Tonga,2008,71.905998
Tonga,2009,72.039001
Tonga,2010,72.172997
Tonga,2011,72.307999
Tonga,2012,72.445999
Tonga,2013,72.587997
Trinidad and Tobago,2003,68.723999
Trinidad and Tobago,2004,68.816002
Trinidad and Tobago,2005,68.927002
Trinidad and Tobago,2006,69.059998
Trinidad and Tobago,2007,69.213997
Trinidad and Tobago,2008,69.384003
Trinidad and Tobago,2009,69.567001
Trinidad and Tobago,2010,69.755997
Trinidad and Tobago,2011,69.942001
Trinidad and Tobago,2012,70.117996
Trinidad and Tobago,2013,70.279999
Tunisia,2003,73.835999
Tunisia,2004,74.026001
Tunisia,2005,74.199997
Tunisia,2006,74.351997
Tunisia,2007,74.483002
Tunisia,2008,74.595001
Tunisia,2009,74.695
Tunisia,2010,74.792999
Tunisia,2011,74.900002
Tunisia,2012,75.023003
Tunisia,2013,75.167
Turkey,2003,71.599998
Turkey,2004,72.059998
Turkey,2005,72.481003
Turkey,2006,72.865997
Turkey,2007,73.219002
Turkey,2008,73.549004
Turkey,2009,73.859001
Turkey,2010,74.153999
Turkey,2011,74.436996
Turkey,2012,74.710999
Turkey,2013,74.976997
Turkmenistan,2003,64.386002
Turkmenistan,2004,64.693001
Turkmenistan,2005,65.016998
Turkmenistan,2006,65.353996
Turkmenistan,2007,65.695
Turkmenistan,2008,66.030998
Turkmenistan,2009,66.355003
Turkmenistan,2010,66.656998
Turkmenistan,2011,66.928001
Turkmenistan,2012,67.167
Turkmenistan,2013,67.375
Uganda,2003,50.394001
Uganda,2004,51.537998
Uganda,2005,52.639999
Uganda,2006,53.681
Uganda,2007,54.66
Uganda,2008,55.574001
Uganda,2009,56.409
Uganda,2010,57.153
Uganda,2011,57.796001
Uganda,2012,58.347
Uganda,2013,58.819
Ukraine,2003,67.306
Ukraine,2004,67.346001
Ukraine,2005,67.434998
Ukraine,2006,67.614998
Ukraine,2007,67.914001
Ukraine,2008,68.334
Ukraine,2009,68.862
Ukraine,2010,69.457001
Ukraine,2011,70.065002
Ukraine,2012,70.629997
Ukraine,2013,71.112
United Arab Emirates,2003,74.968002
United Arab Emirates,2004,75.199997
United Arab Emirates,2005,75.421997
United Arab Emirates,2006,75.632004
United Arab Emirates,2007,75.828003
United Arab Emirates,2008,76.012001
United Arab Emirates,2009,76.182999
United Arab Emirates,2010,76.344002
United Arab Emirates,2011,76.498001
United Arab Emirates,2012,76.648003
United Arab Emirates,2013,76.797997
United Kingdom,2003,78.528999
United Kingdom,2004,78.788002
United Kingdom,2005,79.049004
United Kingdom,2006,79.310997
United Kingdom,2007,79.577003
United Kingdom,2008,79.843002
United Kingdom,2009,80.108002
United Kingdom,2010,80.365997
United Kingdom,2011,80.610001
United Kingdom,2012,80.836998
United Kingdom,2013,81.044998
United States,2003,77.292
United States,2004,77.474998
United States,2005,77.667
United States,2006,77.859001
United States,2007,78.045998
United States,2008,78.223
United States,2009,78.387001
United States,2010,78.539001
United States,2011,78.681999
United States,2012,78.820999
United States,2013,78.959999
United States Virgin Islands,2003,77.140999
United States Virgin Islands,2004,77.289001
United States Virgin Islands,2005,77.438004
United States Virgin Islands,2006,77.598999
United States Virgin Islands,2007,77.778999
United States Virgin Islands,2008,77.982002
United States Virgin Islands,2009,78.207001
United States Virgin Islands,2010,78.447998
United States Virgin Islands,2011,78.695999
United States Virgin Islands,2012,78.939003
United States Virgin Islands,2013,79.167999
Uruguay,2003,75.427002
Uruguay,2004,75.613998
Uruguay,2005,75.792
Uruguay,2006,75.960999
Uruguay,2007,76.124001
Uruguay,2008,76.281998
Uruguay,2009,76.435997
Uruguay,2010,76.587997
Uruguay,2011,76.738998
Uruguay,2012,76.889999
Uruguay,2013,77.040001
Uzbekistan,2003,67.836998
Uzbekistan,2004,68.094002
Uzbekistan,2005,68.366997
Uzbekistan,2006,68.663002
Uzbekistan,2007,68.982002
Uzbekistan,2008,69.319
Uzbekistan,2009,69.665001
Uzbekistan,2010,70.004997
Uzbekistan,2011,70.321999
Uzbekistan,2012,70.603996
Uzbekistan,2013,70.844002
Vanuatu,2003,68.544998
Vanuatu,2004,68.889
Vanuatu,2005,69.221001
Vanuatu,2006,69.541
Vanuatu,2007,69.851997
Vanuatu,2008,70.152
Vanuatu,2009,70.442001
Vanuatu,2010,70.721001
Vanuatu,2011,70.987999
Vanuatu,2012,71.240997
Vanuatu,2013,71.481003
Venezuela,2003,72.872002
Venezuela,2004,73.014999
Venezuela,2005,73.134003
Venezuela,2006,73.235001
Venezuela,2007,73.327003
Venezuela,2008,73.418999
Venezuela,2009,73.515999
Venezuela,2010,73.625
Venezuela,2011,73.748001
Venezuela,2012,73.885002
Venezuela,2013,74.035004
Vietnam,2003,73.892998
Vietnam,2004,74.082001
Vietnam,2005,74.263
Vietnam,2006,74.438004
Vietnam,2007,74.609001
Vietnam,2008,74.777
Vietnam,2009,74.945999
Vietnam,2010,75.116997
Vietnam,2011,75.293999
Vietnam,2012,75.475998
Vietnam,2013,75.663002
Western Sahara,2003,64.142998
Western Sahara,2004,64.625
Western Sahara,2005,65.094002
Western Sahara,2006,65.556999
Western Sahara,2007,66.016998
Western Sahara,2008,66.474998
Western Sahara,2009,66.929001
Western Sahara,2010,67.372002
Western Sahara,2011,67.796997
Western Sahara,2012,68.195999
Western Sahara,2013,68.565002
Yemen,2003,61.200001
Yemen,2004,61.52
Yemen,2005,61.856998
Yemen,2006,62.205002
Yemen,2007,62.551998
Yemen,2008,62.888
Yemen,2009,63.208
Yemen,2010,63.507999
Yemen,2011,63.785999
Yemen,2012,64.045998
Yemen,2013,64.291
Zambia,2003,47.330002
Zambia,2004,48.431999
Zambia,2005,49.630001
Zambia,2006,50.929001
Zambia,2007,52.313
Zambia,2008,53.749001
Zambia,2009,55.194
Zambia,2010,56.588001
Zambia,2011,57.872002
Zambia,2012,59.011002
Zambia,2013,59.981998
Zimbabwe,2003,44.188
Zimbabwe,2004,44.570999
Zimbabwe,2005,45.282001
Zimbabwe,2006,46.344002
Zimbabwe,2007,47.719002
Zimbabwe,2008,49.337002
Zimbabwe,2009,51.122002
Zimbabwe,2010,52.974998
Zimbabwe,2011,54.799999
Zimbabwe,2012,56.515999
Zimbabwe,2013,58.053001
